ID,strat_res0,strat_res1,strat_res2,ancestor,alive_at_end
0,0.05514869758126722,0.5486758865440603,0.8342142366803503,0,False
1,0.061859911337411956,0.5316220434497033,0.8447196897715178,0,False
2,0.08248139686799431,0.5484959974858916,0.8320750927125875,1,False
3,0.07389185702062465,0.5448860667753664,0.8352479677916699,2,False
4,0.05952592170463963,0.5272800602351776,0.8476039185395503,1,False
5,0.08305387430371318,0.5514677741025908,0.8300514129193908,3,False
6,0.05342833108554455,0.5474511224044571,0.8351303383397789,0,False
7,0.09130771022450254,0.5514729547144113,0.8291806089580938,2,False
8,0.07828508322036244,0.5587877403059939,0.8256074775756952,5,False
9,0.08461339025681235,0.5540771645210296,0.8281540134211657,2,False
10,0.07551113587836088,0.561906635803009,0.8237469277629534,2,False
11,0.07349927848195718,0.5476095072861493,0.8334996602233573,2,False
12,0.05960521131961366,0.5291250264959815,0.8464478277597333,1,False
13,0.09175239533671573,0.5356987458224792,0.8394095256036816,2,False
14,0.07545479677904934,0.5491990910254689,0.8322781578654044,2,False
15,0.05403441288480406,0.5550858211705654,0.8300361518389388,0,False
16,0.08387049837021121,0.5777472563043808,0.8118952194316041,3,False
17,0.06657749249570145,0.5230541059916244,0.849695145154006,3,False
18,0.0641657782755464,0.5387047216578215,0.8400476032713041,1,False
19,0.08037343317290875,0.5377383102026209,0.8392720780416979,3,False
20,0.09567022109969264,0.5454048813514032,0.832694856590815,2,False
21,0.08500049755060232,0.5476475707644113,0.832380353956044,2,False
22,0.07022366983364013,0.5354298857563303,0.8416551987803906,2,False
23,0.0735565167820157,0.5390284628702054,0.8390695770046013,3,False
24,0.09501565240242096,0.5362199749539223,0.838713398163495,2,False
25,0.08275604398102036,0.5649070971046276,0.8209941588254049,2,False
26,0.06984177253003308,0.5568849289170859,0.8276480548849707,2,False
27,0.09468435777291513,0.556161801871441,0.8256627171746601,2,False
28,0.07696234415669272,0.5538405264327178,0.8290581818320334,2,False
29,0.08366999412879228,0.5507454910393258,0.8304689856835955,2,False
30,0.10235636399455413,0.5540994033010613,0.8261337821510643,2,False
31,0.07404887786343194,0.5498430872962989,0.8319791722390899,2,False
32,0.09583250699449315,0.5422020992152885,0.8347652449699166,2,False
33,0.0910953367050791,0.5442347882520469,0.8339725024764534,2,False
34,0.07419419523207006,0.5467841922802134,0.8339797770128123,2,False
35,0.08395166878841856,0.5467665760311144,0.8330656808696725,2,False
36,0.05273831219955381,0.5519850525758467,0.8321845781791333,2,False
37,0.0796556379908684,0.5487033634389462,0.8322136734559553,2,False
38,0.08320455415450738,0.5496630841386196,0.8312325162691666,2,False
39,0.09446406990442247,0.5508644523619685,0.8292315084589109,7,False
40,0.09805848566581592,0.5603124127735019,0.8224564021763486,7,False
41,0.12466199508629408,0.5560724119046503,0.8217316226722992,30,False
42,0.10825960752353916,0.5526418771915926,0.8263575575699674,30,False
43,0.07865528268600804,0.5586150572022338,0.8256891451221392,20,False
44,0.0925887845324072,0.5438733064228121,0.8340438498901178,2,False
45,0.093296204756904,0.5460811460369597,0.8325209907989819,20,False
46,0.08075963924601974,0.5462144134419277,0.833743183010898,30,False
47,0.10459296746040779,0.5545932987347582,0.8255220070696634,30,False
48,0.08245367622764149,0.5748091842314488,0.8141227137230135,30,False
49,0.10681969609993487,0.5334752964146895,0.8390433008137165,20,False
50,0.10422683969723566,0.5658759734455832,0.8178759982807543,30,False
51,0.08559908589872373,0.5466896038179727,0.8329485419704216,20,False
52,0.12045179871449388,0.5562253958479276,0.8222558441265463,41,False
53,0.1162550509667916,0.5407650848348999,0.8331013660703073,30,False
54,0.09866629526345055,0.5606719928047108,0.8221386006406581,30,False
55,0.09865109063045246,0.5558480412520977,0.8254095452280817,30,False
56,0.09816450797960304,0.5480955996461139,0.8306352647351841,30,False
57,0.10032478602511655,0.5393234110779944,0.8361011874003117,30,False
58,0.1227045161550295,0.5591834959908856,0.8199130560776375,41,False
59,0.11870444820580825,0.554504937547892,0.8236707644509201,41,False
60,0.10985928969612441,0.5582726677633607,0.8223518498160283,30,False
61,0.13111252100071663,0.5692407754680324,0.8116492138734502,41,False
62,0.10618426526398987,0.5456540395900219,0.831256020062073,41,False
