ID,strat_res0,strat_res1,strat_res2,ancestor,alive_at_end
0,0.22699624172466165,0.6452623009956866,0.1277414572796517,0,False
1,0.22877792278679482,0.6481412943254189,0.12308078288778646,0,False
2,0.22839647775710706,0.6585192485092795,0.1130842737336135,1,False
3,0.21052007584060356,0.6797016232031272,0.10977830095626923,1,False
4,0.22324316605039082,0.6567988523391284,0.11995798161048082,1,False
5,0.23195900161291969,0.6473235572072026,0.12071744117987782,1,False
6,0.22085778912073473,0.6505577324107135,0.1285844784685519,1,False
7,0.23747716298202196,0.638453795371914,0.12406904164606387,6,False
8,0.2418891567976997,0.6335534896560308,0.12455735354626947,4,False
9,0.22010631733896685,0.6528974377077147,0.1269962449533186,4,False
10,0.22276450157434766,0.6507161207509858,0.12651937767466653,4,False
11,0.24413363734880997,0.6282275760910141,0.1276387865601758,7,False
12,0.20591591574583956,0.6865920023302994,0.10749208192386119,3,False
13,0.20894820539683773,0.6436897760014129,0.1473620186017495,5,False
14,0.2118685320654096,0.6954481705413186,0.09268329739327176,3,False
15,0.23111112346704488,0.6471477079915643,0.12174116854139073,7,False
16,0.2305676048583881,0.6565806475336794,0.11285174760793251,2,False
17,0.2141342451003421,0.6840916135050733,0.10177414139458456,3,False
18,0.21620672927900822,0.6684606889107235,0.11533258181026819,1,False
19,0.2264435548682399,0.6311386577312651,0.14241778740049502,6,False
20,0.23464219344744527,0.6348576487022324,0.13050015785032235,1,False
21,0.22745110388795584,0.6516044205622835,0.12094447554976062,5,False
22,0.2327392137955957,0.6372941805396727,0.12996660566473164,7,False
23,0.21963329286257297,0.6598177730235291,0.12054893411389797,6,False
24,0.23168816332449507,0.648222171183819,0.12008966549168588,1,False
25,0.23144865769854603,0.6575919220940009,0.11095942020745293,2,False
26,0.2257344961541758,0.6612003475627638,0.11306515628306041,1,False
27,0.23030105491829891,0.6499368331651956,0.11976211191650567,5,False
28,0.2377605202075368,0.6483881720788685,0.11385130771359467,2,False
29,0.21018373765744586,0.6738832578985513,0.11593300444400277,2,False
30,0.2328431905379766,0.6490998015701276,0.1180570078918957,5,False
31,0.24117499460247688,0.640636990186915,0.11818801521060814,5,False
32,0.22551490512535746,0.6553305031854151,0.11915459168922743,4,False
33,0.24547614974598478,0.6567833690216162,0.09774048123239902,2,False
34,0.2280208862237305,0.6490572661824002,0.12292184759386922,5,False
35,0.22429357913731404,0.638675992315649,0.13703042854703687,6,False
36,0.24955269697574853,0.6327724470714053,0.11767485595284606,5,False
37,0.24698481741879383,0.6341942643401777,0.11882091824102846,5,False
38,0.2413882794255573,0.6412376361824511,0.11737408439199161,7,False
39,0.22708527583824498,0.6372645686215649,0.13565015554019014,0,False
40,0.22164470398417027,0.6543353220326614,0.12401997398316841,1,False
41,0.23258967615555676,0.646212618639746,0.12119770520469729,5,False
42,0.21599842194891058,0.6632444147234923,0.12075716332759703,5,False
43,0.22501144474463428,0.6550861727796804,0.11990238247568541,1,False
44,0.2309896721820455,0.6339609312369866,0.1350493965809678,8,False
45,0.22677473961469247,0.6510589566618161,0.12216630372349153,1,False
46,0.2308007225207553,0.6436249463306737,0.12557433114857092,5,False
47,0.23489028070798765,0.6293305847274228,0.13577913456458962,1,False
48,0.20309254266365173,0.6568907829942077,0.1400166743421406,4,False
49,0.22884230763868904,0.6290281641844561,0.14212952817685476,7,False
50,0.24169782221489466,0.6376840459234111,0.12061813186169418,8,False
51,0.2323382755320739,0.6521508173255884,0.11551090714233775,5,False
52,0.23897244036000248,0.6304200152337869,0.13060754440621064,7,False
53,0.23643156825841385,0.6477419771590713,0.11582645458251484,5,False
54,0.2233070086452174,0.6475661168691385,0.12912687448564414,1,False
55,0.23869892491494896,0.6395524536128816,0.12174862147216954,8,False
56,0.23145155544056742,0.6403767935750303,0.1281716509844023,7,False
57,0.22763191492992702,0.6596909528306851,0.1126771322393878,5,False
58,0.23575641945170872,0.6454238803165262,0.11881970023176519,7,False
59,0.2321724873515815,0.639826910149784,0.12800060249863443,7,False
60,0.2280166831842704,0.6479095871243193,0.1240737296914102,7,False
61,0.22097032407296502,0.6311596398764664,0.14787003605056856,1,False
62,0.245551463781525,0.6224496414776796,0.1319988947407954,7,False
