ID,strat_res0,strat_res1,strat_res2,strat_res3,strat_res4,strat_res5,strat_res6,strat_res7,strat_res8,strat_res9,alive_at_end
0,0.014578626712041895,0.045008920825622155,0.0355764188937455,0.16311492615210826,0.3004960195001044,0.014539308327308171,0.04125302842174875,0.06177680326172729,0.060397019756646804,0.07037518011257422,False
1,0.05288244082678915,0.021811121076776064,0.025824591574602446,0.0037819589922341765,0.056982422667531694,0.050244264461863954,0.048596113454214294,0.11131821203704464,0.42234989457518474,0.03174248061675597,False
2,0.10052663107919453,0.002079913938855564,0.19858793518903972,0.000832771398533907,0.3990811338891964,0.04039925482273956,0.02328052476493789,0.027297400573854366,0.036638050513422796,0.011047855521599668,True
3,0.014897669690388055,0.1667276840183949,0.09192469130600597,0.15708495337098838,0.10740096593664665,0.03347979822946981,0.033115931961684435,0.025041115674641866,0.09092042998411386,0.07104211011427722,False
4,0.019061417089311125,0.09238896577802395,0.00710946268291607,0.2318656228901022,0.06331979130659363,0.1977288039303759,0.020624060978590375,0.059951734315219156,0.11494582742484502,0.003344856525494054,False
5,0.058298180013520065,0.12622693908491064,0.1694997640190522,0.12380334470846398,0.14653936112110694,0.0224594190828502,0.0034987161701600343,0.053351434837122166,0.029004601663164906,0.0628627637299556,False
6,0.16431233965153963,0.2381398012180109,0.0254350875586269,0.06114090923895611,0.11303927332980311,0.022186955673850716,0.12166204372753617,0.010700177362237913,0.029272198220756225,0.019539308044718477,False
7,0.0004572512878399918,0.043433970992154236,0.0990340875237762,0.048681065225503625,0.06170846252520766,0.12190754558160345,0.1107303729650325,0.017805881862393444,0.15154573913823755,0.1389680030069109,False
8,0.409066163076535,0.04314106802435964,0.03138459146551033,0.013774006643014678,0.04136406206664742,0.09317773187422687,0.004208776567950569,0.03075634822310017,0.09639614519578306,0.06079800756813282,False
9,0.13274023041146346,0.05884648327708903,0.013124768807523588,0.034697218081605016,0.07671519902495277,0.08857415274372699,0.01437446395732734,0.07268036856208476,0.20366761833077782,0.09776834155039411,False
10,0.020986680210934434,0.07243885904872628,0.013622858215499764,0.21517922021307637,0.1817568359260023,0.08105187315784927,0.03602373474914223,0.12987998065270867,0.005844220771028463,0.04719299890175976,False
11,0.02237234087888114,0.04241579214473939,0.1616876819771581,0.14881853179602106,0.03971377565147578,0.07563881515491333,0.190211445600307,0.010150077109211706,0.08247222369270626,0.024759491815570637,False
12,0.1003339496002837,0.012813290938434821,0.007249870986834535,0.02077461351283885,0.048561396980117605,0.07569644793909505,0.41136148634993974,0.01959298817395974,0.10527186528179203,0.02587498690944017,False
