time,AVG_DIST_TO_GEN,VAR_DIST_TO_GEN,AVG_DIFF_MAX_MIN,VAR_DIFF_MAX_MIN,AVG_DIST_TO_GAMMA,VAR_DIST_TO_GAMMA,AVG_SKEWNESS,VAR_SKEWNESS,K,BIOMASS
0.0,0.1665847728019054,0.0,0.143270266760147,0.0,0.1665847728019054,0.0,0.18868256284618587,0.0,1.0,0.01
100.0,0.24956185795637573,0.00822063693353162,0.24725858776669354,0.010614684917822989,0.24956185795637573,0.00822063693353162,0.4987757809262878,0.6052416004743827,4.0,387.7727873582229
200.0,0.22856046215872325,0.0024192539290448472,0.2221382537946678,0.003431570465012921,0.22856046215872325,0.0024192539290448472,0.45379115745278753,0.3266002745265509,12.0,176.05706062750474
300.0,0.24146505060605525,0.002867903073771023,0.23355754815708793,0.003458549978076081,0.24146505060605525,0.002867903073771023,0.5582070909023368,0.30929934047582514,15.0,288.0496613948281
400.0,0.25789511230718354,0.0043334796152654734,0.24293411813203628,0.004103193554943068,0.25789511230718354,0.0043334796152654734,0.5496814578055497,0.35077910174255833,21.0,206.07897149702563
500.0,0.25149934736267987,0.004172629087961075,0.23936615102765868,0.0036936445616311403,0.25149934736267987,0.004172629087961075,0.4594532498242059,0.39425425942475484,25.0,120.61488897923417
600.0,0.24306932589508168,0.0029778869194647295,0.22506657581948827,0.0022024928649573418,0.24306932589508168,0.0029778869194647295,0.2982135438865594,0.27218409539045724,26.0,135.55098765899578
700.0,0.2453779464176723,0.0029008615217263065,0.22957467102199147,0.0021105443879138293,0.2453779464176723,0.0029008615217263065,0.332863075799078,0.24252108494659355,29.0,127.71086445637276
800.0,0.251216357515407,0.003240908960876397,0.23516139975411363,0.0023883028381182893,0.251216357515407,0.003240908960876397,0.3530522038884295,0.24854389677533206,34.0,100.82654926850961
900.0,0.24807918664520806,0.002903594599299941,0.23293085728359855,0.0020989343986136063,0.24807918664520806,0.002903594599299941,0.31686744763321717,0.23628248678669656,40.0,130.40432777751167
1000.0,0.2617700085695081,0.003174046046054027,0.24843203520955312,0.002799758672623584,0.2617700085695081,0.003174046046054027,0.4528222808444506,0.3092401147210369,55.0,116.28056963407973
1100.0,0.2613209732149042,0.0035743776914643395,0.24732129328758093,0.002811288283780825,0.2613209732149042,0.0035743776914643395,0.43841757295599454,0.2906967803274559,61.0,114.17628979162971
1200.0,0.2637113768750381,0.003922287304640736,0.25077401592698984,0.00352972330756636,0.2637113768750381,0.003922287304640736,0.4565887765472452,0.32800566292593863,65.0,121.66921117875114
1300.0,0.2609614704216176,0.0037459131250754817,0.24782895975656083,0.003421992144571798,0.2609614704216176,0.0037459131250754817,0.4322160471084726,0.31640084757812736,65.0,118.94418958298155
1400.0,0.26530172599368973,0.003852780316121686,0.2515383494552984,0.0035338442770700123,0.26530172599368973,0.003852780316121686,0.4669235917605917,0.323798038370406,68.0,114.77656133443503
1500.0,0.25799591933585525,0.0035909545171460455,0.2443827586636474,0.002872103430895715,0.25799591933585525,0.0035909545171460455,0.40378526718003127,0.29083042236290746,72.0,112.49257663960657
1600.0,0.25974087175947264,0.0036755809356356682,0.24741313571057497,0.003158031425529695,0.25974087175947264,0.0036755809356356682,0.43195789499826714,0.31914917954406957,76.0,114.05093733936599
1700.0,0.2646103033355981,0.0038437362498368387,0.25258133114763287,0.003282192057755584,0.2646103033355981,0.0038437362498368387,0.4833477804443881,0.33212124593562703,84.0,110.32298234690592
1800.0,0.26546313071039235,0.0037789703196242407,0.25300362135407123,0.0032330813959134384,0.26546313071039235,0.0037789703196242407,0.4868848285013145,0.31899888139046395,88.0,105.66497128610233
1900.0,0.26654529171821867,0.004160459764323943,0.25410727669212063,0.003871328324021992,0.26654529171821867,0.004160459764323943,0.4851201368913456,0.34936917740276086,94.0,103.73505537398138
2000.0,0.26760268225103245,0.0041001711403123,0.2544558367882761,0.003809949744888557,0.26760268225103245,0.0041001711403123,0.4842496143287802,0.3438363118852298,100.0,105.54649112698114
2100.0,0.26608541831170285,0.004063784315279361,0.25321748642125147,0.0037490837959636963,0.26608541831170285,0.004063784315279361,0.477129696616074,0.3434046304715696,98.0,106.03585474894301
2200.0,0.26322442543635116,0.0036629161479443664,0.25243396855865874,0.003562417952385196,0.26322442543635116,0.0036629161479443664,0.483710989772787,0.34192262912582944,101.0,105.00068166106426
2300.0,0.2659144136100913,0.004242939563331444,0.2544815952228397,0.0044654637003633665,0.2659144136100913,0.004242939563331444,0.5077175697428336,0.38129371970845943,108.0,103.60200361878715
2400.0,0.2668515319110026,0.004262872134170057,0.2551923711049556,0.0044669618420367565,0.2668515319110026,0.004262872134170057,0.5163451751615303,0.3804883594730804,115.0,102.61657203188567
2500.0,0.266712376365431,0.004195623265615438,0.25548872745306045,0.0044429122531679755,0.266712376365431,0.004195623265615438,0.5174936401301327,0.3794083135649859,117.0,101.6233327230394
2600.0,0.2650854669275381,0.0037554936504353505,0.2530250530220772,0.0038202814595071073,0.2650854669275381,0.0037554936504353505,0.504351912133519,0.35192442379055333,121.0,101.75672247221497
2700.0,0.2644335859012476,0.0036563705286611343,0.2525037635264139,0.0037498436985205813,0.2644335859012476,0.0036563705286611343,0.5053416749495849,0.3483079773373887,121.0,100.14006516475335
2800.0,0.2625085768338008,0.003818037763816268,0.2509003520718878,0.0038703665425509396,0.2625085768338008,0.003818037763816268,0.5070238134463924,0.3470695943867003,127.0,100.3778824038614
2900.0,0.26144187534938523,0.0037872716691957197,0.24971133288958935,0.0037960100890495757,0.26144187534938523,0.0037872716691957197,0.4836124744521444,0.3554159976253071,133.0,100.4096347234825
3000.0,0.26338796340775744,0.003971934490379085,0.2515106612552418,0.004133636060407081,0.26338796340775744,0.003971934490379085,0.4999195778964318,0.37611296500707003,138.0,100.41772269068726
3100.0,0.26332299789024133,0.004016433812827756,0.25122012284516915,0.004095652463684908,0.26332299789024133,0.004016433812827756,0.49455082859719746,0.3730641650660092,143.0,99.95888408368002
3200.0,0.26282278737658465,0.003971936647499501,0.2504261029652517,0.004040968841505923,0.26282278737658465,0.003971936647499501,0.4871200125802457,0.3697876162123886,144.0,99.58629577328021
3300.0,0.26450092187748714,0.003896542214876956,0.2521472439656132,0.0039726761792486485,0.26450092187748714,0.003896542214876956,0.5027782632821205,0.3674077685023834,151.0,99.3704515949289
3400.0,0.2672788396752334,0.004109780450709249,0.2548899145239992,0.004270225738558738,0.2672788396752334,0.004109780450709249,0.5197861443798606,0.3778748241128044,156.0,99.36559233942442
3500.0,0.2667390223131056,0.004165043827360583,0.25439393327278553,0.0042896752264003375,0.2667390223131056,0.004165043827360583,0.5164155030062808,0.3759385512183482,161.0,99.77087723851051
3600.0,0.2674993048209914,0.0040601325300447695,0.2545040383778618,0.004211661435587413,0.2674993048209914,0.0040601325300447695,0.5136420312838099,0.3727634227169793,170.0,100.57077608516852
3700.0,0.26932532768275363,0.004151971008845357,0.2565322165814787,0.004328792396612713,0.26932532768275363,0.004151971008845357,0.5285567339638936,0.37429409265310765,179.0,101.1160178624124
3800.0,0.2703998519025097,0.004147622891031628,0.25727073928923555,0.004208623864200072,0.2703998519025097,0.004147622891031628,0.5368933555218476,0.36908203674927187,187.0,100.93553155777529
3900.0,0.26956168699428534,0.00404512205226993,0.25604000314798075,0.004090297596437762,0.26956168699428534,0.00404512205226993,0.5286526568730172,0.36314778019994837,197.0,100.48038346770433
4000.0,0.2702415343355599,0.004144531450742969,0.2569781276876151,0.004339190624092958,0.2702415343355599,0.004144531450742969,0.5362998636010217,0.3827601710955267,199.0,99.86647212627386
4100.0,0.26991851769198366,0.004079572662585082,0.25671979382991744,0.00426893201243617,0.26991851769198366,0.004079572662585082,0.5342749567338255,0.37673491166779544,206.0,99.28519459044367
4200.0,0.2695441594084621,0.004024484992018441,0.25626445706020323,0.0042032166540010105,0.2695441594084621,0.004024484992018441,0.5363693148712618,0.3682286606531171,212.0,98.99739176112085
4300.0,0.2680067070108392,0.004091717996262603,0.2550913347495955,0.004223010972226024,0.2680067070108392,0.004091717996262603,0.5194842423443903,0.38857266778594507,217.0,98.93104429809031
4400.0,0.2681769218720426,0.0040174882802718696,0.25463674722422,0.0041508874504650245,0.2681769218720426,0.0040174882802718696,0.5132257667948168,0.3832652131002276,222.0,99.69469037194725
4500.0,0.267792563525829,0.003918235099597981,0.2542307445812296,0.004047146839134204,0.267792563525829,0.003918235099597981,0.5115359494446221,0.37558953213138413,230.0,100.52593680460458
4600.0,0.26745085986904416,0.003923109570527794,0.2540796822686265,0.00401017963339738,0.26745085986904416,0.003923109570527794,0.5126688438249937,0.3708430277450868,234.0,100.8535637668271
4700.0,0.2675916741240678,0.003929992673964673,0.2543653236416492,0.003973277989292174,0.2675916741240678,0.003929992673964673,0.5162664253213785,0.3672903240626823,240.0,101.06829085143397
4800.0,0.26684890280373813,0.003929255445567134,0.2537419610755361,0.0039709083180112115,0.26684890280373813,0.003929255445567134,0.5113071139567588,0.3671210941321605,243.0,100.69948685346986
4900.0,0.2670727836866711,0.003906938268517595,0.25358812207887227,0.003939351823988746,0.2670727836866711,0.003906938268517595,0.5078516559539666,0.3638510413549082,247.0,99.92212841524427
5000.0,0.2680088303629499,0.004064557821320188,0.2547337785051477,0.0041748705724874505,0.2680088303629499,0.004064557821320188,0.5209715631027392,0.37480768159494904,251.0,99.1955854007672
5100.0,0.2689865000476671,0.004030106764033006,0.25510902656594414,0.004108221876773095,0.2689865000476671,0.004030106764033006,0.5207656063881716,0.3687972622470279,258.0,98.87866522493852
5200.0,0.26939743581746456,0.004202246942373725,0.25551630185490953,0.004311702238927185,0.26939743581746456,0.004202246942373725,0.5198556941315721,0.37500678824987177,269.0,99.21010494291951
5300.0,0.270277635566314,0.004303651969222628,0.256155860756185,0.004344271708261873,0.270277635566314,0.004303651969222628,0.5244753250239732,0.37227328654063657,276.0,99.98880253070269
5400.0,0.26956418086876294,0.0043430528214414114,0.2556338053075177,0.004361803070658383,0.26956418086876294,0.0043430528214414114,0.5192568817474662,0.3746197181465134,281.0,100.74585285596038
5500.0,0.26972820224985167,0.004285149171887473,0.2561414451079448,0.004334225783579004,0.26972820224985167,0.004285149171887473,0.5241372611495784,0.37424151066703965,286.0,101.06622912958828
5600.0,0.2705626256452369,0.004275472095103681,0.2570507492671274,0.004374536942425101,0.2705626256452369,0.004275472095103681,0.5313840572689124,0.3778069786476285,292.0,100.8218835145882
5700.0,0.2701904001245903,0.004255311602120712,0.2568360307091395,0.004335167355022246,0.2701904001245903,0.004255311602120712,0.5294872152345556,0.37420421340923943,296.0,100.16031726216559
5800.0,0.27035905133782545,0.0042345458198473195,0.25683094354910385,0.004292796969786496,0.27035905133782545,0.0042345458198473195,0.5300085267211926,0.3693396997946728,304.0,99.43300521993825
5900.0,0.2707053328854182,0.004294332192740653,0.25745931292088453,0.004436557709355523,0.2707053328854182,0.004294332192740653,0.5402827286903319,0.37407355025957884,312.0,99.0399128193317
6000.0,0.27109775330198704,0.004274511169188502,0.2577756791572091,0.004410963799360106,0.27109775330198704,0.004274511169188502,0.5410341418137872,0.3716480993036148,316.0,99.20329680612653
6100.0,0.27130581270135756,0.004180927223354261,0.25805980783542826,0.00431074565001166,0.27130581270135756,0.004180927223354261,0.5450202287116069,0.3650451760634905,325.0,99.80129774482538
6200.0,0.27125755543359203,0.004148820762811222,0.257993446394063,0.0042676675013993744,0.27125755543359203,0.004148820762811222,0.5428258155969405,0.3608544890767762,331.0,100.5022848691718
6300.0,0.2712505032216825,0.004089936396247638,0.2577896894499369,0.004173869226829868,0.2712505032216825,0.004089936396247638,0.5400555262125768,0.3536988962912971,341.0,100.88315326518682
6400.0,0.2715915641712932,0.004069893576412064,0.2578326051783427,0.004121943068786061,0.2715915641712932,0.004069893576412064,0.5411044324511758,0.34970478306597164,349.0,100.72531067814661
6500.0,0.2724661137073909,0.004060910611593957,0.2585643543329297,0.0040982771923113405,0.2724661137073909,0.004060910611593957,0.5447126195735542,0.34503495297405584,359.0,100.1379419790943
6600.0,0.2723376197118965,0.004035070889972833,0.2585226103174206,0.004078660677365327,0.2723376197118965,0.004035070889972833,0.5451547352891677,0.3436353316615978,364.0,99.5642456523585
6700.0,0.2728317376162905,0.004110958808102606,0.25911509583432146,0.004113730272332739,0.2728317376162905,0.004110958808102606,0.5484734386175483,0.3444877481055208,370.0,99.24730153552736
6800.0,0.2728804145594414,0.004066547939297048,0.259423151896365,0.004077412394920687,0.2728804145594414,0.004066547939297048,0.5520647924950368,0.34360157486475024,376.0,99.43923875444307
6900.0,0.27302681536596535,0.004073069740045575,0.2593798456061564,0.004042562534623643,0.27302681536596535,0.004073069740045575,0.5510573199874577,0.34029277123761337,382.0,99.932357855115
7000.0,0.27274084190478715,0.00407288597767224,0.25920611494219403,0.003987170082373661,0.27274084190478715,0.00407288597767224,0.5493271249515782,0.3389356563717602,390.0,100.48853841138205
7100.0,0.27277609437165395,0.004077288408253344,0.25929827530419386,0.004000008720845004,0.27277609437165395,0.004077288408253344,0.550937900588517,0.3369121003078133,396.0,100.70392981086972
7200.0,0.27322848385561965,0.0040615656758988565,0.25948449437633947,0.00395350143692032,0.27322848385561965,0.0040615656758988565,0.5521968323769925,0.33323123880451666,404.0,100.42283194180192
7300.0,0.2733842586755913,0.004040765808273965,0.25980562999470536,0.003966728300731218,0.2733842586755913,0.004040765808273965,0.5545791336353757,0.33814556765466053,409.0,99.8038662242115
7400.0,0.2732087098594395,0.0040398303826864376,0.25937627728173845,0.003961761431792386,0.2732087098594395,0.0040398303826864376,0.5498809528506822,0.3378507118015619,416.0,99.3679663961997
7500.0,0.27328487664984763,0.0040147891979550425,0.25931471214563945,0.003948886950763142,0.27328487664984763,0.0040147891979550425,0.5491474201830291,0.337697954940652,419.0,99.31633015399835
7600.0,0.27297335352796076,0.004016786755998112,0.2590605771141235,0.003950419823526511,0.27297335352796076,0.004016786755998112,0.5466763977611624,0.3393990930768547,421.0,99.75183378389285
7700.0,0.27311234922734423,0.003983198025456209,0.2591135403684509,0.003906481066784395,0.27311234922734423,0.003983198025456209,0.5503418836050941,0.3370370933361499,427.0,100.39289857067557
7800.0,0.2725349390457567,0.003948066865838803,0.25857207804647353,0.0038845778730724626,0.2725349390457567,0.003948066865838803,0.543163119441239,0.33808091599241213,434.0,100.82749157792068
7900.0,0.27283633686243186,0.003914386024987452,0.2585974057361736,0.0038321315428667983,0.27283633686243186,0.003914386024987452,0.5436845227122362,0.33550047601274263,443.0,100.71573325765522
8000.0,0.2734143364249914,0.003985035326443132,0.2590037625396137,0.0038590965987650144,0.2734143364249914,0.003985035326443132,0.5457025395571565,0.3357197967040313,447.0,100.17824567791762
8100.0,0.27372297566872494,0.004010494703528379,0.25927869568439027,0.0039021526670048375,0.27372297566872494,0.004010494703528379,0.5466249184007008,0.3363425982629897,452.0,99.47335023857146
8200.0,0.27372297566872494,0.004010494703528379,0.25927869568439027,0.0039021526670048375,0.27372297566872494,0.004010494703528379,0.5466249184007008,0.3363425982629897,452.0,99.04574949448644
8300.0,0.27372297566872494,0.004010494703528379,0.25927869568439027,0.0039021526670048375,0.27372297566872494,0.004010494703528379,0.5466249184007008,0.3363425982629897,452.0,99.14704478298742
8400.0,0.2739317032679239,0.003999694773760235,0.25947105677530474,0.003894079629450656,0.2739317032679239,0.003999694773760235,0.5488310549797351,0.3348884675412259,451.0,99.76886668789459
8500.0,0.2739317032679239,0.003999694773760235,0.25947105677530474,0.003894079629450656,0.2739317032679239,0.003999694773760235,0.5488310549797351,0.3348884675412259,451.0,100.57768680289126
8600.0,0.2739317032679239,0.003999694773760235,0.25947105677530474,0.003894079629450656,0.2739317032679239,0.003999694773760235,0.5488310549797351,0.3348884675412259,451.0,101.09436061534024
8700.0,0.2739317032679239,0.003999694773760235,0.25947105677530474,0.003894079629450656,0.2739317032679239,0.003999694773760235,0.5488310549797351,0.3348884675412259,451.0,101.00255513024834
8800.0,0.2739317032679239,0.003999694773760235,0.25947105677530474,0.003894079629450656,0.2739317032679239,0.003999694773760235,0.5488310549797351,0.3348884675412259,451.0,100.32878984437787
8900.0,0.2739317032679239,0.003999694773760235,0.25947105677530474,0.003894079629450656,0.2739317032679239,0.003999694773760235,0.5488310549797351,0.3348884675412259,451.0,99.45598836812391
9000.0,0.2739317032679239,0.003999694773760235,0.25947105677530474,0.003894079629450656,0.2739317032679239,0.003999694773760235,0.5488310549797351,0.3348884675412259,451.0,98.8666669039378
9100.0,0.2739317032679239,0.003999694773760235,0.25947105677530474,0.003894079629450656,0.2739317032679239,0.003999694773760235,0.5488310549797351,0.3348884675412259,451.0,98.90311227146859
9200.0,0.2739317032679239,0.003999694773760235,0.25947105677530474,0.003894079629450656,0.2739317032679239,0.003999694773760235,0.5488310549797351,0.3348884675412259,451.0,99.52985172864373
9300.0,0.2739317032679239,0.003999694773760235,0.25947105677530474,0.003894079629450656,0.2739317032679239,0.003999694773760235,0.5488310549797351,0.3348884675412259,451.0,100.43484729028528
9400.0,0.2739317032679239,0.003999694773760235,0.25947105677530474,0.003894079629450656,0.2739317032679239,0.003999694773760235,0.5488310549797351,0.3348884675412259,451.0,101.08940012696729
9500.0,0.2739317032679239,0.003999694773760235,0.25947105677530474,0.003894079629450656,0.2739317032679239,0.003999694773760235,0.5488310549797351,0.3348884675412259,451.0,101.13306127833039
9600.0,0.2739317032679239,0.003999694773760235,0.25947105677530474,0.003894079629450656,0.2739317032679239,0.003999694773760235,0.5488310549797351,0.3348884675412259,451.0,100.55096570672187
9700.0,0.2739317032679239,0.003999694773760235,0.25947105677530474,0.003894079629450656,0.2739317032679239,0.003999694773760235,0.5488310549797351,0.3348884675412259,451.0,99.77154383897003
9800.0,0.2739317032679239,0.003999694773760235,0.25947105677530474,0.003894079629450656,0.2739317032679239,0.003999694773760235,0.5488310549797351,0.3348884675412259,451.0,99.08275295041526
9900.0,0.2739317032679239,0.003999694773760235,0.25947105677530474,0.003894079629450656,0.2739317032679239,0.003999694773760235,0.5488310549797351,0.3348884675412259,451.0,98.94298560785475
10000.0,0.2739317032679239,0.003999694773760235,0.25947105677530474,0.003894079629450656,0.2739317032679239,0.003999694773760235,0.5488310549797351,0.3348884675412259,451.0,99.37584995247113
10100.0,0.2739317032679239,0.003999694773760235,0.25947105677530474,0.003894079629450656,0.2739317032679239,0.003999694773760235,0.5488310549797351,0.3348884675412259,451.0,100.13691669910129
10200.0,0.2739317032679239,0.003999694773760235,0.25947105677530474,0.003894079629450656,0.2739317032679239,0.003999694773760235,0.5488310549797351,0.3348884675412259,451.0,100.7593415855789
10300.0,0.2739317032679239,0.003999694773760235,0.25947105677530474,0.003894079629450656,0.2739317032679239,0.003999694773760235,0.5488310549797351,0.3348884675412259,451.0,100.92107508653768
10400.0,0.2739317032679239,0.003999694773760235,0.25947105677530474,0.003894079629450656,0.2739317032679239,0.003999694773760235,0.5488310549797351,0.3348884675412259,451.0,100.5349359888761
10500.0,0.2739317032679239,0.003999694773760235,0.25947105677530474,0.003894079629450656,0.2739317032679239,0.003999694773760235,0.5488310549797351,0.3348884675412259,451.0,99.89684818509713
