ID,strat_res0,strat_res1,strat_res2,strat_res3,strat_res4,strat_res5,strat_res6,strat_res7,strat_res8,strat_res9,alive_at_end
0,0.18156609649899635,0.13966194108837965,0.0484703493641029,0.0233979695923734,0.1299587494209538,0.09870627852112057,0.182301507855403,0.1499184059657764,0.1242613588005196,0.14264331254817775,True
1,0.07517449577381241,0.18650558722817037,0.20374100916478802,0.017849351911630607,0.1781511841757958,0.00846982405942605,0.13232169955200251,0.14902247117324896,0.1500456564689015,0.10976000579378432,False
2,0.06628343267065501,0.15814807430982655,0.15211312552849365,0.0931304646593886,0.1439725782821538,0.004541443691900416,0.169376662770623,0.2473017430426961,0.14012997832110424,0.03526952952791846,False
3,0.05597388960347324,0.09299458382441408,0.15819219685752295,0.05113679764665339,0.05351762327803521,0.2712070770857882,0.06749604780093932,0.06564654228167387,0.058327284489010006,0.3263385658520841,False
4,0.15300966050852616,0.0999474062215433,0.11699735908805836,0.0693428991657922,0.1085363223919634,0.14982759744651797,0.13021965027127363,0.1742671694002316,0.1694178703289702,0.054871231874929635,True
5,0.21638699896452143,0.021282859951193164,0.104054817310388,0.0612025934507696,0.14807381668102107,0.2182495616790716,0.21684867264798113,0.026979105303694573,0.04935076052883376,0.1448194584325544,False
6,0.013961679033757167,0.13409991050079798,0.19797741242215772,0.04103685922400084,0.11144963626783363,0.2794037094657722,0.1274207656753353,0.04280245600900199,0.23117638696242698,0.019223674772444427,False
7,0.11559797720607963,0.1646184575770179,0.13665717692757792,0.13867454881498234,0.2110743046696027,0.09693684546293423,0.10513672646959255,0.09365923720873959,0.12387159223188887,0.03849021303464113,True
8,0.03558514818844786,0.2442374160317989,0.14006509247226392,0.011547327517724451,0.0015036847354909435,0.1792922519224149,0.0964086890988561,0.19302188002167156,0.2413096290802925,0.05211076173345308,False
9,0.06480121515848068,0.16789928175390165,0.05918374633938903,0.1938781634956496,0.11614420074396371,0.0673383052589154,0.08807862845423989,0.22024113215733118,0.12033382357927747,0.12358566531017023,True
10,0.18664500547839843,0.2431466702550664,0.013708352708428363,0.042672526619942766,0.2569899581067657,0.11126764277454664,0.03136652648243275,0.05433537134868387,0.02004119529994186,0.23260055067597457,False
11,0.07135154761969294,0.1584279353949072,0.07720433192229141,0.17196199001760964,0.05231501758051867,0.11973707913374455,0.012083154219990807,0.10935148632304566,0.13253881578053814,0.30411564846171657,False
12,0.10131382343761451,0.15468759174779007,0.1026195412094115,0.14833922543547745,0.1714816859329189,0.010698905333549193,0.13562205381511255,0.12459922324435307,0.11963735945176307,0.15345908046162102,True
13,0.2165406280159671,0.1305053096591284,0.04713362854715791,0.24950451983942576,0.10641681470640574,0.0766850270277929,0.08706901283757278,0.010694196251220624,0.0807500065671604,0.20362475395065419,False
14,0.14151441044229174,0.06396989339395746,0.024494174587142765,0.13623321761558596,0.23129233464096538,0.11769095555506322,0.08955159929322744,0.18146421936787674,0.030846992756744723,0.1960471521367856,False
15,0.1521089964341963,0.03798142185849861,0.1836031150242738,0.14943213115751622,0.10788345818657981,0.13973172000534143,0.06389005075975543,0.1598720241154457,0.17968422062963596,0.04623253007070694,True
16,0.06160112499218321,0.17703511386789975,0.08535598059484746,0.15617776950688472,0.17965230131058282,0.02944793486948127,0.1693790935696239,0.09698606505473036,0.16514816485288256,0.10004890625522686,True
17,0.0368591062172525,0.1919236302847915,0.10124319963553952,0.19835401980781198,0.029103292676662937,0.1450171769146885,0.19059170243032772,0.13434902855455852,0.08708261726272663,0.10285807199257176,False
18,0.022388438235789187,0.11558506625146035,0.08929791491272172,0.02892654245283367,0.12003855152729605,0.17901136160651318,0.15455350844354446,0.1226447870544722,0.15940051681471498,0.22409261527636848,False
19,0.1583456464435377,0.005936138604560579,0.02994226095613134,0.21279137591728597,0.0821148670233484,0.07555746098627766,0.14456258772712338,0.19914220201550764,0.11941768034492366,0.18245441866935494,False
20,0.0017311786838651057,0.05475079338099788,0.25485851782280017,0.1358445975424341,0.04250518448597505,0.0004870536102764096,0.22189679485475153,0.09095244487029193,0.16455692605416983,0.22468546270325518,False
21,0.1664369591344975,0.0642160674139489,0.19913378970556508,0.036466576363338554,0.22321540543585003,0.03101170973700668,0.21046856974848244,0.06369317988267141,0.049918649963684475,0.16408111414333193,False
22,0.13000623001237566,0.09190477015762104,0.05399338031247941,0.19159486404097037,0.0135252189432451,0.145960074540533,0.23448458520256477,0.1445920375465627,0.1046156496158165,0.10542474925469933,False
23,0.14343751912434585,0.19083732138768275,0.06722177984815891,0.008799680089210466,0.06522556628310396,0.18869749522810636,0.15247893154368064,0.2169552992716325,0.03844592842187855,0.13856121160297388,False
24,0.150543194903704,0.16016499794102843,0.06121720620808008,0.046061492865072926,0.16290051293752936,0.16132463415852547,0.06565107216013973,0.15553141625114883,0.2004734251271055,0.05577074080557021,True
25,0.08795262821908817,0.020610926371890756,0.17071194308039614,0.1802663836437575,0.007916228935916021,0.1378129453965133,0.10248173104117952,0.11495899640460766,0.1884770879847582,0.2002363543121788,False
26,0.030253286832527853,0.09639818463670852,0.22439097122431403,0.05738643359676801,0.13253357980153685,0.15639139308153044,0.015859281943732356,0.18111957698697764,0.08057836996659799,0.2336576751570171,False
27,0.15858355015705417,0.14635265063124028,0.012185634815715886,0.19496800017268645,0.10150373433869349,0.13903156850770876,0.06793265821532214,0.19969014406046126,0.01881608837912665,0.1722794257365419,False
28,0.05691390131835898,0.08401758802924013,0.15395490801127115,0.18175403274338864,0.060025914059410795,0.12528314570395552,0.06349012891877961,0.16272373576302054,0.14505651897081778,0.18917777451624085,True
29,0.22133360005797312,0.10934324770581347,0.10209476801535074,0.10101109470812235,0.048571235357932924,0.19319498616525416,0.21615883960071403,0.17570257374260548,0.022133799627746382,0.018477903242825902,False
