ID,strat_res0,strat_res1,strat_res2,ancestor,alive_at_end
0,0.9514449460300178,0.05071413277654554,0.3036125679392398,0,False
1,0.9445963776908503,0.0,0.3282341896471549,0,False
2,0.9797008770173451,0.0,0.200464938509069,0,False
3,0.9858705375601327,0.11188337945806356,0.12466512171388616,0,False
4,0.9537904579571168,0.15892594889851908,0.2550025589610011,0,False
5,0.9637713025844453,0.0,0.26672996890990996,0,False
6,0.970182083283115,0.04610141272240594,0.23795248479777112,0,False
7,0.9724677806289608,0.0,0.23303736961822966,0,False
8,0.9803591452890703,0.0,0.19722055229636568,0,False
9,0.9622886783080595,0.0,0.2720303284564569,0,False
10,0.940977543581573,0.0,0.33846899780510004,0,False
11,0.946664686018374,0.028497929070151338,0.3209576923590493,0,False
12,0.9926344924865405,0.10097557849058028,0.06693800769727702,0,False
13,0.9793473776433788,0.06047563228007698,0.19292851474927775,0,False
14,0.9446760267322757,0.09272684901620154,0.31462507209192225,0,False
15,0.9139388110089565,0.06989097848970678,0.39978882032553964,0,False
16,0.9475857508154868,0.17848742758486372,0.2649971378064079,0,False
17,0.9447275841507237,0.11969584548633798,0.3052256481982601,0,False
18,0.9663547081580539,0.04991158301236603,0.25232402165065865,0,False
19,0.9312069964384455,0.04613805665080747,0.36155886037072266,0,False
20,0.9494862988916439,0.0,0.31380848971474307,0,False
21,0.8588523720134934,0.12422965401263066,0.4969301723086434,0,True
22,0.9141389477659316,0.0323476415687065,0.4041084189451362,0,False
23,0.9521914340540375,0.21360361407379494,0.21841467205462417,0,False
24,0.8974301160238708,0.08645005645201498,0.4326032531001415,0,False
25,0.9337827428012313,0.034923173444363534,0.35613222432571906,0,False
26,0.9935882511169148,0.0,0.11305922006820476,0,False
27,0.8641069371342752,0.12228967086419076,0.48822580595084253,0,True
28,0.9464038863000075,0.18188998738687448,0.2669001994840864,0,False
29,0.9755258846594118,0.11612337529021158,0.1867206739241279,0,False
30,0.9484057096380853,0.1688607503048006,0.26835174106455817,0,False
31,0.9328867430109626,0.1383670307958544,0.33253103539840784,0,False
32,0.9480741900407554,0.06800751172281143,0.3106932708119652,0,False
33,0.8521605968218616,0.0637322234619549,0.5193847522952557,21,True
34,0.9548767692718219,0.0,0.297002281986196,0,False
35,0.8419006025113003,0.13615313393782028,0.5221740127677931,21,False
36,0.8430264120612299,0.14083493166497832,0.5191069163381378,21,False
37,0.8781677225131042,0.0650015514222668,0.473915867479499,21,False
38,0.8887036926260629,0.0,0.45848200260511907,21,False
39,0.838662997068782,0.32870399478852913,0.43427878276249104,21,False
40,0.8467875740379099,0.1559471949729836,0.5085580368404863,21,False
41,0.8483496379396497,0.13318215052331223,0.512411364617971,21,False
42,0.8298186505408229,0.15009217903802646,0.5374693898318532,21,False
43,0.9077225136471194,0.048544302276736014,0.4167532710544931,21,False
44,0.9285941253010167,0.219438692760227,0.2992651175398201,21,False
45,0.7876774436280788,0.08230782978007975,0.6105650382690021,21,False
46,0.9022376738905573,0.06798680599482095,0.4258461858737011,21,False
47,0.8312569480259605,0.0,0.5558883758080985,21,True
48,0.7795981790251231,0.28895428678915575,0.5556366613236409,21,False
49,0.8976080549381529,0.036943130542944146,0.43924365085432115,21,False
50,0.8824011066178709,0.1726444875461849,0.4376781556800293,21,False
51,0.9128691082853533,0.17640020973587203,0.36817517181831316,21,False
52,0.8440448301704636,0.030608862728648004,0.5353983770847386,21,True
53,0.7906839946517286,0.2386379976559984,0.5638002542357717,21,False
54,0.887136874129365,0.2074725765837167,0.4122417937639185,21,False
55,0.8970064531614008,0.1978251946406753,0.39527789636176547,21,False
56,0.8466668041306755,0.10913276225123256,0.5208122147056118,27,True
57,0.8252840045792402,0.19112494170736055,0.5313921042347266,21,False
58,0.8171726472514249,0.1065648921320986,0.5664563428446824,21,False
59,0.9025556646295423,0.0,0.4305731903464559,21,False
60,0.8613212479513628,0.0,0.5080607324203547,21,True
61,0.8913554199331974,0.0,0.4533051018416992,21,False
62,0.8945942958069321,0.0,0.4468792296691571,21,False
63,0.8897975955509163,0.0593886899066507,0.4524745544922712,21,True
64,0.8418284253385967,0.08025609567576647,0.5337451277518337,21,True
65,0.8268185103973432,0.08142469060631093,0.5565439521044003,21,True
66,0.9031160921875142,0.24221501261785616,0.3545605895957491,21,False
67,0.7965727237602693,0.057633344251179025,0.6017892433332209,45,False
68,0.8469923411513052,0.3138627843627384,0.429061914673279,21,False
69,0.8345137542588982,0.05641005188568934,0.5480918718599768,27,True
70,0.8820670739233315,0.19577427812561618,0.42852083861199297,21,False
71,0.9147775868252668,0.0,0.4039578773116591,21,False
72,0.9098460722790455,0.05078203202213822,0.41182679609527206,21,False
73,0.8776097899191196,0.1502547427603612,0.45521925367468424,21,False
74,0.8495193657939709,0.17592330570504688,0.49736087265768913,21,False
75,0.7993148223009157,0.14859586254240875,0.5822500188796332,21,False
76,0.7941178806256157,0.0,0.6077637630450504,21,False
77,0.8610169938439204,0.0,0.5085761853567059,45,True
78,0.8825066965717409,0.17775004553417242,0.4354157229805018,27,False
79,0.8586427329068216,0.1367976646118961,0.49398285008999665,21,False
80,0.9121136005802875,0.13991216973078557,0.3853224161629944,21,False
81,0.7259787563407916,0.20085536110233201,0.6577324450400249,45,False
82,0.7633084091135346,0.27647213473263305,0.5838864883630598,21,False
83,0.7891610578359224,0.01003819370166547,0.6141042740956097,21,False
84,0.9539304112113144,0.0,0.30002794964171703,21,False
85,0.7853707829515262,0.06106019224208479,0.6160068069505938,21,False
86,0.8524883069180408,0.08464841780986503,0.5158471982382951,21,True
87,0.8972302399611175,0.0,0.44156301532093434,21,True
88,0.7943527259554515,0.059415872947600694,0.6045440437296673,45,False
89,0.8878901768011892,0.017678487065626903,0.4597156784742319,21,True
