ID,strat_res0,strat_res1,strat_res2,strat_res3,strat_res4,strat_res5,strat_res6,strat_res7,strat_res8,strat_res9,ancestor,alive_at_end
0,0.11824078890827273,0.030043102214479016,0.3342642749920331,0.2804392627875001,0.05712942118232288,0.05053895627178004,0.032064367792916125,0.02256172195488464,0.1190405898843486,0.14771739457962452,0,False
1,0.1277887514518661,0.0380347280547047,0.33941247835089366,0.26477003240917824,0.0686524568022388,0.05269851261182556,0.0218431980118274,0.02239841167227037,0.11793691875450181,0.1398004058652409,0,False
2,0.13262628571168353,0.04147201672618387,0.34540318298171346,0.2624200646372217,0.07128427293466233,0.03301290555115084,0.020223795661142834,0.02454070915081822,0.112380713661616,0.14791252187141585,1,False
3,0.1309611947893551,0.038942504468946315,0.322535122882917,0.27316709048154286,0.039045446482135114,0.06085656459818406,0.039741402873455726,0.017280084366657067,0.12072037681306046,0.15077549884017996,0,False
4,0.11753012886643181,0.04363652955250714,0.3476138694861386,0.2659324084775217,0.06784090204628866,0.05487300265703687,0.022376575788655272,0.018889846366780882,0.1096200859753392,0.14413386611586365,1,False
5,0.1336665138315674,0.042552234368276806,0.3421474260580368,0.27492860372135103,0.040802570495512606,0.03610824831275179,0.02739260545124868,0.03257728210888664,0.11447130073193333,0.14632754072796367,0,False
6,0.1611710951628987,0.03220857592595918,0.32842990313971104,0.2602326737596127,0.05991451981612299,0.04215591307114633,0.03442622674710096,0.015140301773968063,0.12227745560373669,0.13669227887304755,1,False
7,0.1250935633628184,0.027166299794776094,0.3305112865928057,0.25611074442032555,0.0634826958263436,0.05587910555827076,0.03228719973831547,0.03436222879116026,0.11839112643276357,0.15313290355476952,0,False
8,0.11589144291513817,0.025809317585769355,0.33334739164773886,0.28634619541582373,0.056540755635365966,0.046950603923993785,0.02138298073528541,0.03495367561459335,0.1268544574563498,0.14283704370580924,0,False
9,0.10334733894077137,0.0009245161001405207,0.35743086561958176,0.29784459344248204,0.06710846833249545,0.03906635880150903,0.03318130845194783,0.006974317657269188,0.11923843544132054,0.1533250479319689,0,False
10,0.14079558405861847,0.022808278562494178,0.30836037209431194,0.27199241748661157,0.08060612687124251,0.0687501520183998,0.02669019435289541,0.030015955879591046,0.10806923091565634,0.13913153530922215,1,False
11,0.12697028684673198,0.04242789297374649,0.34507181412422666,0.2564145545808235,0.07157030736691285,0.03757866201179145,0.023465117831993627,0.025115904494624197,0.1279724804714891,0.13667155080015786,1,False
12,0.11930934300091736,0.02328689064121882,0.3386351085163612,0.28439592137408515,0.07028555619636295,0.04455335312301039,0.03211327076756949,0.01820661774831511,0.12582525731653554,0.13344765103853987,0,False
13,0.10240918307284513,0.03075538591669651,0.34441993085803424,0.29019905709161214,0.06707752401041511,0.047029639839922345,0.03907689124112035,0.024311391859379517,0.09841214104088948,0.14751040142179847,0,False
14,0.13728468079846773,0.03191713734095422,0.3216852012339165,0.27810401086104103,0.028389225618169887,0.07278968029397416,0.028134597949522517,0.011104608770533686,0.12596857947744072,0.1541662335162851,3,False
15,0.1145414096512691,0.04145942716818863,0.33653612075079453,0.2713999528595824,0.051218043585823825,0.056294896167953135,0.024976587933338238,0.017990669243588258,0.12539301842515424,0.15224963397782676,0,False
16,0.11860256422514454,0.020681250008184795,0.3457096775249532,0.2658922301701236,0.04910110198053578,0.05836185326264099,0.04592295447165157,0.01532549935565613,0.12640477634448224,0.14493901055562514,0,False
17,0.12786978292734288,0.032311443487767585,0.3408014418376837,0.26685451067151317,0.06953187881607541,0.04061688617359895,0.018445584886496787,0.028691253141887287,0.12654713757257896,0.13996361425491202,0,False
18,0.10446401083041983,0.049003614995727036,0.324223241534943,0.26688217614493953,0.05619198816062825,0.050824197023499836,0.041481244996923766,0.03204670969348079,0.13384493664499528,0.13960105352451654,0,False
19,0.13321717172407663,0.0412782681264016,0.33542772957016126,0.2660048742942556,0.04297031851940009,0.06393885626246802,0.02994853430730968,0.026134212376750406,0.11469766470747843,0.1408963445685282,3,False
20,0.12920405499732163,0.04870362670674936,0.3324044300115529,0.2763722147839899,0.052928898947079354,0.04318347054711929,0.039165993087814606,0.024677947552425618,0.09605389814095619,0.1516637371448674,0,False
21,0.14001628340387035,0.04585702534071185,0.34405894860586067,0.2610098436115853,0.04909654540551019,0.03693871895852077,0.023306445876510103,0.03794728999427739,0.11915203063534492,0.13585772884880198,1,False
22,0.11619677252264353,0.03707406230242875,0.32446837671495826,0.2728210339614638,0.0613538666761311,0.05770605230630262,0.025324715696203093,0.023450077640355015,0.11419404200641137,0.16169207920601814,0,False
23,0.1318329729707438,0.029733570258826822,0.32833526591654283,0.2830338831521428,0.060058665571267496,0.05389918871748866,0.023677495429446176,0.030459715718357323,0.1158388143110914,0.13610493612892624,0,False
24,0.11699398861411395,0.028549852662979096,0.33753292942974045,0.26066383730562426,0.0709986366402231,0.06331466498574403,0.023241199193765272,0.014860795469381032,0.10955204389364763,0.16615502720772926,1,False
25,0.10997394631802858,0.03147633888572094,0.33340089926352323,0.2750561835753109,0.05901933142947528,0.055255097139667836,0.03726405283680593,0.014054459449257132,0.11819590943957331,0.15843092142565568,0,False
26,0.12992969935716542,0.033738558071501674,0.336415552721906,0.24930412391400963,0.06447016052165776,0.04026047936031077,0.03895490267904736,0.03094141216604567,0.11440366065315458,0.15760883756588948,0,False
27,0.1567453051644028,0.04664318111394126,0.34038252690161297,0.24761943309502799,0.06798748236095624,0.03249972208855301,0.02179096539290152,0.019938205260575825,0.10045262136756684,0.15788348262870172,2,False
28,0.11972005615213464,0.027900620196507683,0.3278731967612484,0.27740021468723164,0.060460661375501504,0.042809379688356526,0.0416329899606449,0.03240728894700385,0.10899420371196712,0.15523344788060717,0,False
29,0.09846303818376195,0.025281231794521453,0.33995108824286924,0.2714973101100156,0.07022812878677319,0.047008651240423,0.03763603576738709,0.018409801383868878,0.1131242297511053,0.16958451365759525,0,False
30,0.12851081490638566,0.03489015222982281,0.34681532215974614,0.2635647816713792,0.05746327662205358,0.058515325696937646,0.020228610659263374,0.04304733268473415,0.09862983072662028,0.14236816056863036,1,False
31,0.12916613054029072,0.032419084814511355,0.3385400126782279,0.2712369072824022,0.07355624951601787,0.04242667624137901,0.02728114457046771,0.020774281194016846,0.1145332559060508,0.14213317979388537,1,False
32,0.10929170041579107,0.016939192779988843,0.3405962800604943,0.29685615230187956,0.06225782362490319,0.05887094471011171,0.03188617990132537,0.005668611350213065,0.12765481264615636,0.13558594169871913,0,False
33,0.12289428993659078,0.01897612950989835,0.33433126271437286,0.2843078744116535,0.052194329920099196,0.04403940363555752,0.019648817057552836,0.031350929762441714,0.12317562383884754,0.15738942121927163,0,False
34,0.12829119674789247,0.05325361829850588,0.3503500071637656,0.26256479459220244,0.06791592777048269,0.034608235326452,0.01896323625017803,0.03628519671951037,0.10061867886840517,0.1402585145465119,2,False
35,0.12975119567403265,0.0409729949878045,0.327568000130198,0.2714481344283326,0.04863980562993028,0.057550262923083476,0.04795703929565404,0.007132782289544479,0.12152680626812142,0.1409002950163435,3,False
36,0.09986285675056701,0.016150799311312705,0.3394527683998128,0.2842081307104358,0.055207991042522976,0.05448391335654088,0.030259903303769275,0.03806891744406658,0.1220813030274066,0.15093777058491795,0,False
37,0.12819518538561508,0.005505325198322951,0.3231650607989578,0.2886174545788131,0.04857614705350065,0.04699425672091179,0.05094640465264546,0.011483732596969463,0.13657864332542927,0.14681988358910497,0,False
38,0.10545360535777885,0.03918657777601691,0.3179568022349595,0.28504081532485176,0.0694971270741968,0.038905181653641124,0.030851775361291925,0.022834739246267537,0.12312114969753861,0.16070390537113383,0,False
39,0.0944125993796344,0.02260690798317673,0.33603577036273136,0.2803908276531201,0.05525359481489419,0.053642362461012096,0.04687677379378564,0.025090590778675696,0.12176624827989797,0.15628641493156567,0,False
40,0.1369596119936493,0.05194413749193102,0.32838082549820047,0.2647176521964598,0.08024394231581436,0.04319021209415783,0.013563812652306658,0.034199364029348506,0.09028078941994032,0.15148988497352128,1,False
41,0.12570121893487773,0.04778700978885889,0.33571911722944536,0.272733463079362,0.047773843301468964,0.050206350486518156,0.03523948824942778,0.001509938189477282,0.1238815324029967,0.14888447355919565,3,False
42,0.12280540713738222,0.03450007165331058,0.3271919394301263,0.2815774170835523,0.07725764589277244,0.06194448885447429,0.0320206516719156,0.023724044848942947,0.0981036109367191,0.13624342980006302,0,False
43,0.131404845111245,0.03485323850107001,0.34781349558459446,0.254888578391533,0.07207650376266565,0.05493808653177953,0.02414575723790893,0.02538760240721428,0.1094131344078416,0.1390036854801668,1,False
44,0.11891008945152891,0.02762301972845549,0.3344922730263294,0.275813722480421,0.06113203296642974,0.05158935941966514,0.036088650050047265,0.020939126193238906,0.11462794192327469,0.15137169077071674,0,False
45,0.12496575413175423,0.04158651151319635,0.3275569009875965,0.2887598231485086,0.03736434359122728,0.05526429778868923,0.022412525312598377,0.010477062690231942,0.13194315522676173,0.1479939552060164,0,False
46,0.12728136538638557,0.02175438035658339,0.355877634926854,0.2725394895320728,0.04977728791791103,0.05915001106377332,0.03128797412942929,0.011879332172898757,0.11809854779593323,0.139699998770109,0,False
47,0.13942399711344125,0.014247072953750805,0.3331863771149887,0.2810833383030791,0.032026686911825517,0.05840207171862212,0.04979050625513465,0.0,0.13202363490460065,0.1441118048302443,3,False
48,0.11663383908487693,0.034904376726763685,0.3311673763923545,0.27791127232774326,0.0746365603799296,0.04509625346069393,0.020505595609767103,0.024708065352183946,0.12251962920931661,0.14439905045027115,0,False
49,0.1356970727580443,0.020697329814113312,0.3385645654706013,0.27331837963732264,0.05498445844674761,0.04801473701152917,0.023908227824101708,0.013847113122035218,0.11782857472184861,0.16057589994442942,0,False
50,0.12789937248905814,0.041979304170167486,0.31737076503862693,0.26291212172206174,0.0594435855968547,0.07431168217767278,0.029492232408192397,0.005859906269514359,0.12802756208981153,0.14738787695755137,0,False
