ID,strat_res0,strat_res1,strat_res2,strat_res3,strat_res4,strat_res5,strat_res6,strat_res7,strat_res8,strat_res9,ancestor,alive_at_end,DIST_TO_GEN,DIFF_MAX_MIN,DIST_TO_GAMMA,SKEWNESS
191,0.03637311355064825,0.004727689255486219,0.022641171066969557,0.0,0.022021371520865935,0.19506232799368842,0.0,0.0,0.0,0.0,9,False,0.18914469646430138,0.19506232799368842,0.18914469646430138,2.9001715785124866
192,0.0,0.15069957946974977,0.0,0.1385460573050835,0.0,0.05739944250372326,0.0,0.0,0.0,0.0,161,False,0.19815945009337813,0.15069957946974977,0.19815945009337813,1.4910372647100283
193,0.0,0.06034600188099531,0.011199883034479613,0.0,0.0,0.19377898976604102,0.010571729619535179,0.011128984180727585,0.0,0.0,9,False,0.19186578169168783,0.19377898976604102,0.19186578169168783,2.7104738996324778
194,0.11196824050054002,0.0009389801618872193,0.0,0.0,0.027956995521519565,0.08433109572341634,0.005933480406986805,0.0,0.0,0.010022001747323882,9,False,0.12939755290021307,0.11196824050054002,0.12939755290021307,1.7144526206481456
195,0.015321406470839929,0.030122976999188034,0.01357652760388785,0.0,0.0,0.034152535895272895,0.0,0.02906571296054658,0.005675130878931558,0.024185862527223698,161,False,0.04373594299041899,0.034152535895272895,0.04373594299041899,0.1166864227857966
196,0.09961261595420177,0.0042952304689570595,0.0,0.0,0.00024250197095004953,0.0,0.20725022186345535,0.021912118374210365,0.0,0.0,95,True,0.2184209758486763,0.20725022186345535,0.2184209758486763,2.2893735347692266
197,0.0,0.11107060968565291,0.0,0.057437593653843315,0.0,0.06695965881397913,0.0,0.0,0.028325012910243766,0.0,161,False,0.12901861208469986,0.11107060968565291,0.12901861208469986,1.3503073312679283
198,0.04321197484044567,0.0,0.0,0.0,0.0012348883397007692,0.019018018528319042,0.08690350109971313,0.014973619829215988,0.0,0.04077069580308133,141,False,0.09244949004295228,0.08690350109971313,0.09244949004295228,1.5755370276275735
199,0.025995982483235692,0.0,0.07075545669703939,0.0,0.0,0.0,0.07667642939540989,0.08753505299718352,0.0,0.0,95,False,0.12249296981568758,0.08753505299718352,0.12249296981568758,0.9320328454324412
200,0.0022748889542605288,0.00821630400828412,0.021458783697089763,0.0,0.0504616977187536,0.0,0.0,0.028466924202833123,0.10356421956898111,0.0,6,False,0.10642651028397972,0.10356421956898111,0.10642651028397972,1.9816021740542364
201,0.005308624272461333,0.0,0.02110473577574984,0.055320594833149155,0.0024805620319693724,0.029628678290185166,0.01881268408186544,0.004754328320015999,0.0,0.014069672604221043,156,False,0.05443206908503266,0.055320594833149155,0.05443206908503266,1.5272214570927611
202,0.034517230260096704,1.0166710778197351e-06,0.0,0.011280835658015133,0.007994329801825498,0.0035348578625714637,0.0681020487356993,0.012695712746640966,0.009269558730200007,0.007780846659088997,141,False,0.06509307707828531,0.0681020487356993,0.06509307707828531,2.156692710276827
203,0.0,0.0,0.03212268627302296,0.017811470661172595,0.03822062894381535,0.021620595951564747,0.0,0.02885898311546894,0.0065641112368138655,0.00881221924794703,156,False,0.04637619938003188,0.03822062894381535,0.04637619938003188,0.3422392677615408
204,0.10193959778391265,0.0,0.0,0.0,0.0,0.18445984949745184,0.0,0.010790336769423562,0.021713717333512003,0.0,9,False,0.19906522683110606,0.18445984949745184,0.19906522683110606,2.1283615189564014
205,0.00540503482282813,0.035382631952524495,0.020520446376395537,0.01542793061416932,0.0,0.010268135629825165,0.014745831585036858,0.0,0.0,0.061581053158951515,156,False,0.061552691181326,0.061581053158951515,0.061552691181326,1.617003914724558
206,0.03080494693359457,0.01425035659894043,0.0051712460781899545,0.009246300186153559,0.010569891574261511,0.048755426457644156,0.0,0.01837423039580018,0.0,0.006064489887912459,9,False,0.047568057631767934,0.048755426457644156,0.047568057631767934,1.5056590292421503
