ID,strat_res0,strat_res1,strat_res2,strat_res3,strat_res4,strat_res5,strat_res6,strat_res7,strat_res8,strat_res9,alive_at_end
0,0.15129299718055444,0.059144469273465866,0.05749962884014697,0.0017750228055589952,0.04709129364366021,0.16198367365674082,0.0963512612369711,0.05543022461209487,0.10432377319913257,0.055522114745014395,False
1,0.12657219900779107,0.053254519157483124,0.034279336937053435,0.04175126399369516,0.07363965353582821,0.08217121316221591,0.08303452436596993,0.11019253391136692,0.12310799588031092,0.052762631096609815,False
2,0.11779210187557414,0.11021265584288772,0.03438011579748208,0.13539377580811054,0.09256417511578217,0.09455289077815981,0.025146982963897894,0.010688689848977051,0.05955304090693517,0.10710571718641805,False
3,0.11362582299685915,0.011034521546163741,0.12047109166439572,0.12861727732000253,0.09520896170623007,0.08498798380681323,0.0857972336967139,0.02374799909656317,0.07710045267038947,0.04525342819092283,False
4,0.07887472589660902,0.10138389301436779,0.15925121570612702,0.07567156101748906,0.02005611977246454,0.06165806841747603,0.06525554991372837,0.016966779394896173,0.08511159252516387,0.12174440270600102,False
5,0.11345510651623446,0.061096783035842345,0.024749039731056088,0.06280316843752705,0.17174736196694243,0.0287673058403035,0.0549356944262847,0.08555270628907789,0.08806806827081297,0.09352563198300234,False
6,0.1375678447097056,0.0004201741623953868,0.0582132354481744,0.03849639654629059,0.13518493978309573,0.15027227774539456,0.15979346276725087,0.020649305260103983,0.0406910363856086,0.056617577409187665,False
7,0.06117650926515633,0.04452504842684055,0.10207616827653933,0.032517423618169866,0.06526638884787651,0.16303931720055437,0.13492812828463702,0.013876882205285365,0.024531699729008902,0.1500516775392415,False
8,0.014878733522211356,0.08304527588916531,0.16356745342641552,0.08151316912103934,0.09708711761879205,0.012058295494330799,0.15944564516048007,0.019277812018057547,0.041501536427238715,0.12281668622797878,False
9,0.08062817663766812,0.10596677178466837,0.10125454262338478,0.05358540719546616,0.01505968258003325,0.10261160272694335,0.09570609804906617,0.11266071828155322,0.012005424684219139,0.10622842973719228,False
10,0.01001035137134651,0.10314957901176143,0.043165241368933266,0.07825428239818302,0.09427622561498325,0.11679917303049003,0.026401550809754752,0.08047743196362168,0.11644808639907549,0.1166007242399964,False
11,0.09909430556065582,0.12875677072086902,0.09616272532857228,0.06749614843123118,0.06841535041596143,0.0357175226475735,0.062059377096852796,0.09964103875797765,0.12192760615265498,0.00596099288727048,False
12,0.06561000984323971,0.012246626046625282,0.02633797120978983,0.04998452133834323,0.03348146084503848,0.06870498534969377,0.19054326853366219,0.04260141668808973,0.18596375618253363,0.12087990689178495,False
13,0.13859018793323644,0.03778139244311461,0.02453142060964108,0.11681609067263675,0.03837146380177391,0.12272019713244132,0.11807103000849904,0.05908252960039686,0.10960162575422489,0.022226063364609274,False
14,0.08661958780604359,0.1350586551378915,0.019998036349950406,0.12276908610712363,0.09142327263130084,0.1290241496779492,0.09896810226385391,0.02747578405941576,0.04671356998775773,0.029038590901427318,False
15,0.0026837972126373837,0.062431014793635074,0.09187923911437426,0.0018166818359914977,0.037144207952399026,0.15858861342083289,0.06485732843208009,0.14505239902099254,0.15417530485410263,0.08029784948277346,True
16,0.11461946792330714,0.007686169198528316,0.11140738531643231,0.07191041407421994,0.05924297402266558,0.06470191555142626,0.04596175129755794,0.129741200420392,0.03691226008842279,0.14524481033321812,False
17,0.09167441730022087,0.003944327135879907,0.10821988219978719,0.147617070439988,0.15496152201780053,0.0006607587144694151,0.01004227598861955,0.019092942714350594,0.08526358959751158,0.18722315618079943,False
