ID,strat_res0,strat_res1,strat_res2,strat_res3,strat_res4,ancestor,alive_at_end,DIST_TO_GEN,DIFF_MAX_MIN,DIST_TO_GAMMA
0,0.3156891568142044,0.37115894630577906,0.6568974711751997,0.5316321960077809,0.22007797113453362,0,False,0.35463700782830454,0.43681950004066605,0.9325339702592125
1,0.4203318257353358,0.48275474860203277,0.38212181895912956,0.6527544001181618,0.13477246594884407,0,False,0.3822162009661796,0.5179819341693177,0.836602586035334
2,0.2599212518171917,0.34946563186458796,0.6531417362962002,0.5742577520033038,0.23226842568753286,0,False,0.3864985501863893,0.42087331060866734,0.945272883849304
3,0.47734457979912615,0.41141784847676305,0.6115655623491786,0.4735851047969482,0.0676920789616007,0,False,0.4170525371522974,0.5438734833875779,0.9521339022410473
4,0.39130107892748023,0.32594191683743934,0.6413445530250319,0.5420252621164725,0.18849698143794436,0,False,0.3625512332664293,0.45284757158708755,0.9815416427598772
5,0.3141635452111001,0.3842937901016641,0.6216776687914217,0.507349537998903,0.331259523890339,0,False,0.26298404697958594,0.3075141235803216,0.8837623194155102
6,0.27350882860038933,0.35354198521407154,0.7255848786340376,0.4346919848536967,0.29115364941919986,0,False,0.37543279744157154,0.4520760500336483,0.9400640859455331
7,0.32873160021607023,0.33208432900754786,0.6995205473907072,0.5178117893819069,0.1555554177851147,0,False,0.42544109673287184,0.5439651296055925,0.9922002453763562
8,0.26467095899043297,0.2122204400042975,0.7572977788029107,0.5374530029951077,0.1501869238755003,0,False,0.5301544985470693,0.6071108549274105,1.0967662838410792
9,0.22171665818218117,0.34397475297839136,0.5465119329232941,0.6301766079961402,0.36976376607897166,0,False,0.33292826131007097,0.408459949813959,0.8976261373723159
10,0.3194329390037766,0.403823464123991,0.7257659427216104,0.42238412365476996,0.17246639026811414,0,False,0.4146137229674516,0.5532995524534963,0.9339025829615497
11,0.41052312116447964,0.44308816869899137,0.638713304874795,0.4583500592894966,0.1307829464172608,0,False,0.37187057593809747,0.5079303584575343,0.902832660732773
12,0.3676703154977922,0.24849540011730029,0.7422364682975416,0.421977653527838,0.2721919548308313,0,False,0.40512217603226236,0.4937410681802413,1.0395996954323392
13,0.48745376840819105,0.25510638563811533,0.7314198272259205,0.37826376799679423,0.13874838317249907,0,False,0.46819066594433334,0.5926714440534214,1.0782796728803763
14,0.16645886047398117,0.23863755379330967,0.6906730205684809,0.5209291854048511,0.40859163983309543,0,False,0.434195027289322,0.5242141600944997,1.0003278118421326
15,0.32965587487313097,0.4579596057426976,0.6770711295486469,0.36086666687430946,0.3048769226103697,0,False,0.3073846139715143,0.3721942069382772,0.8405536478397917
16,0.36408983846426857,0.5058254239349556,0.6083706796749629,0.3737949599401648,0.31896970712473544,0,False,0.24114995780441226,0.2894009725502275,0.7796704409590325
17,0.3352696551678103,0.20961777789434857,0.7560351619277269,0.48528592986826513,0.19121465873489416,0,False,0.48097706440199584,0.5648205031928327,1.0903147870448993
18,0.5341740410355473,0.2970212987896384,0.587975761221751,0.5087459245830284,0.147981520417017,0,False,0.3784968885716083,0.439994240804734,1.0220506548533723
19,0.26785767806617566,0.4619972408884404,0.620919530763317,0.5138166288494865,0.2554647176164978,0,False,0.3221248972931601,0.36545481314681916,0.8332705898469305
20,0.5051899847275386,0.47041885078830037,0.6309159617919473,0.3324817978570236,0.12202494582628313,0,False,0.3956732847048288,0.5088910159656642,0.8965284166203245
21,0.37317208063127866,0.27200094635323935,0.703409491870631,0.5233259696892977,0.13454775960721774,0,False,0.45317874409715714,0.5688617322634132,1.0495573738116823
22,0.44176813868600145,0.4367082130124046,0.45542449078824226,0.6231388348186098,0.13569588814917669,1,False,0.3580508437149248,0.4874429466694331,0.8849923672702078
23,0.352621576968835,0.3507556060205233,0.5488930407405564,0.6703508168225968,0.0444380525344038,0,False,0.49051897092714786,0.625912764288193,0.994172987897014
24,0.34187858311243124,0.29307289831093986,0.7144968223157478,0.4412610228590061,0.3033320149453143,0,False,0.3564161683279901,0.421423924004808,0.9884027902758776
25,0.3104789916064329,0.4909915832298544,0.5262317737052488,0.5516153483769534,0.2851853585766521,0,False,0.2530012098049047,0.26642998980030125,0.7828473307834499
26,0.19145633259973419,0.49193271585679926,0.6480901065908533,0.5297306437064759,0.14391433088679106,0,False,0.4544914268931363,0.5041757757040622,0.8470088283620277
