time,AVG_DIST_TO_GEN,VAR_DIST_TO_GEN,AVG_DIFF_MAX_MIN,VAR_DIFF_MAX_MIN,AVG_DIST_TO_GAMMA,VAR_DIST_TO_GAMMA,K,BIOMASS
0.0,0.24741652175231393,0.0,0.33784671761682966,0.0,0.3517400094218824,0.0,1.0,0.01
9.99999999999998,0.27768179986773767,0.0009159870594039468,0.33211070985662083,3.290178502517558e-05,0.3506884759364316,1.1057226710242159e-06,2.0,0.033418026327627
20.000000000000014,0.2747909085359397,0.0006273725449871606,0.3221556202750055,0.00022014214050609143,0.3335306683139982,0.0005895178732642167,3.0,0.1572782978075032
30.000000000000156,0.2761080886446572,0.0004757342990567739,0.33109660707408917,0.0004049303402037335,0.3368275193495106,0.00047474608519924047,4.0,1.1825276097144375
40.0000000000003,0.2761080886446572,0.0004757342990567739,0.33109660707408917,0.0004049303402037335,0.3368275193495106,0.00047474608519924047,4.0,17.138651323730222
50.00000000000044,0.2761080886446572,0.0004757342990567739,0.33109660707408917,0.0004049303402037335,0.3368275193495106,0.00047474608519924047,4.0,349.9486344706862
60.00000000000058,0.2761080886446572,0.0004757342990567739,0.33109660707408917,0.0004049303402037335,0.3368275193495106,0.00047474608519924047,4.0,917.7441701576483
70.0000000000003,0.2841050951111762,0.0006363958889476076,0.33877731358631014,0.0005599172822704823,0.3398196927402288,0.0004156092745598799,5.0,981.7323715543998
79.99999999999973,0.2829869026610464,0.0012886473626531837,0.3328569785997696,0.0008908096355326725,0.34081130417595445,0.0009187971068009076,7.0,1010.0716785586267
89.99999999999916,0.2829869026610464,0.0012886473626531837,0.3328569785997696,0.0008908096355326725,0.34081130417595445,0.0009187971068009076,7.0,997.4219311474887
99.9999999999986,0.2829869026610464,0.0012886473626531837,0.3328569785997696,0.0008908096355326725,0.34081130417595445,0.0009187971068009076,7.0,947.6645027111299
109.99999999999802,0.29945925884876934,0.001756537221033762,0.35121580790663776,0.0015014491654000406,0.3461243464546706,0.0009177552975182163,10.0,871.7400445461373
119.99999999999746,0.29945925884876934,0.001756537221033762,0.35121580790663776,0.0015014491654000406,0.3461243464546706,0.0009177552975182163,10.0,782.9135369125628
129.9999999999969,0.29834787623863246,0.0017548065933398005,0.3463232052269949,0.0016115756285391026,0.3399246380280019,0.001355154329681772,12.0,692.8600585906022
139.99999999999633,0.29834787623863246,0.0017548065933398005,0.3463232052269949,0.0016115756285391026,0.3399246380280019,0.001355154329681772,12.0,609.4907790005836
149.99999999999577,0.30014835299443077,0.0016587220693532413,0.3486485882588204,0.0015524971474340553,0.3411459715136274,0.0012688115547343421,13.0,537.0908373528897
159.9999999999952,0.30261498659723196,0.0015927091931669459,0.3484804723289988,0.0013523587032025605,0.3444080645178388,0.0012221511020528797,15.0,477.1670513877026
169.99999999999463,0.30261498659723196,0.0015927091931669459,0.3484804723289988,0.0013523587032025605,0.3444080645178388,0.0012221511020528797,15.0,429.55057579555375
179.99999999999406,0.3132581327006203,0.003192313253265073,0.3596317015467151,0.003133084980243138,0.3540844354318551,0.0025502489691588666,16.0,393.35976706006505
189.9999999999935,0.3132581327006203,0.003192313253265073,0.3596317015467151,0.003133084980243138,0.3540844354318551,0.0025502489691588666,16.0,367.44650317694527
199.99999999999292,0.3132581327006203,0.003192313253265073,0.3596317015467151,0.003133084980243138,0.3540844354318551,0.0025502489691588666,16.0,350.7915188207111
209.99999999999235,0.3200386690876937,0.0037401408998628915,0.36917401132477573,0.004405676678165805,0.36074633751259855,0.00311032935324885,17.0,342.615531907357
219.9999999999918,0.3191585604837623,0.003960731656474181,0.3700208822135652,0.004668839235412424,0.35892711681820916,0.0032484623509336998,16.0,342.3968236742004
229.99999999999122,0.3253516354279567,0.0036111135973419246,0.3759897273502902,0.004410061388180638,0.36307380481224244,0.0031899061665448514,15.0,349.91426208849737
239.99999999999065,0.31954139929299374,0.0038918016566684907,0.36988733522405864,0.004693020396353739,0.353580649406367,0.004342337024537327,16.0,365.1448561210409
249.99999999999008,0.31954139929299374,0.0038918016566684907,0.36988733522405864,0.004693020396353739,0.353580649406367,0.004342337024537327,16.0,388.0985948148002
