ID,strat_res0,strat_res1,strat_res2,strat_res3,strat_res4,ancestor,alive_at_end,DIST_TO_GEN,DIFF_MAX_MIN,DIST_TO_GAMMA
0,0.04513291846480708,0.5364669930990372,0.23154239450256367,0.7649859434305843,0.2671157256467028,0,False,0.591239050302588,0.7198530249657773,0.7663997922975141
1,0.16604840862336817,0.47997499684220063,0.24284073889874003,0.8016576219748899,0.20106059052100433,0,False,0.5550831523371325,0.6356092133515217,0.7874472647303842
2,0.07767713002114376,0.48067248079688846,0.3497584147203388,0.7458083274071451,0.2904465867912984,0,False,0.51079244074953,0.6681311973860014,0.8154803153960402
3,0.04179001481509368,0.5835793790633952,0.4213040754154194,0.6877944355877066,0.08444165682104605,1,False,0.6108337171795619,0.6460044207726129,0.7238937543838141
4,0.07554418163985113,0.5843992692710894,0.2526611333780656,0.6980124508199639,0.31892246844053,0,False,0.5236099711778306,0.6224682691801128,0.7088568925679467
5,0.030844396165986797,0.3866584579057626,0.18049155882497642,0.8993324776499138,0.09037561613671367,1,False,0.7615219673809043,0.868488081483927,0.9177459169106575
6,0.0,0.46173905459487896,0.34546025344720094,0.7675701399374795,0.27980410830861874,0,False,0.5841395240406528,0.7675701399374795,0.8560986558629465
7,0.0,0.6433100976119782,0.14160321441490314,0.6979849984226364,0.280922747307487,0,False,0.6499157529125615,0.6979849984226364,0.6705757167294686
8,0.12701348114335817,0.6237918824366622,0.20836404990926555,0.7056384312571153,0.23110623109811984,1,False,0.5515821777080759,0.5786249501137571,0.6426294424433867
9,0.3429907351224163,0.4389908890608811,0.1157899720614343,0.8124106162154999,0.12738142710805814,1,False,0.5970201969593262,0.6966206441540657,0.7909922637052454
10,0.15662142553833067,0.4876002265307488,0.17146576388523382,0.7849373588347929,0.3036257279451403,1,False,0.5447812146901085,0.6283159332964622,0.7862252490698908
11,0.15356480626771274,0.4534894881167436,0.2625947620388994,0.8137304099054488,0.199127962346874,1,False,0.5623470178929898,0.660165603637736,0.817647652237785
12,0.08742630309849322,0.5105972031433478,0.2215387829590163,0.7558650377059134,0.33352023939724745,1,False,0.5409116291082782,0.6684387346074202,0.7831327471620386
13,0.16558494518989467,0.4825871356343946,0.17541060534417433,0.7950697408443909,0.2771037877277633,1,False,0.5517101540020047,0.6294847956544962,0.7877400654810697
14,0.03737013481947972,0.4898008468562598,0.25106155549711645,0.8021988527643685,0.22834994945776513,1,False,0.6182044867775337,0.7648287179448888,0.8148870319550284
15,0.30785441419911624,0.31324689730674077,0.06901488040334876,0.892911981362555,0.07104351348242098,9,False,0.7214938028174356,0.8238971009592062,0.925916715218046
