ID,strat_res0,strat_res1,strat_res2,strat_res3,strat_res4,ancestor,alive_at_end,DIST_TO_GEN,DIFF_MAX_MIN,DIST_TO_GAMMA
0,0.06026246814232367,0.014519115465420687,0.02175826843689396,0.056667453428563115,0.06173458212041973,0,False,0.0462903869723105,0.047215466654999046,0.23761922372108607
1,0.05965246655422384,0.002496228293589911,0.02918281935947345,0.06599970561672662,0.07732031764953594,0,False,0.06307578404189601,0.07482408935594603,0.2317126835400501
2,0.04458524849516474,0.03249202670820564,0.020460167560853525,0.04699473524586472,0.0618868240629531,0,False,0.031419080304570246,0.041426656502099576,0.24543756925253385
3,0.06447995276840898,0.016160539380385464,0.002519974873234852,0.08544200932109998,0.0764206526375469,0,False,0.07722551653025328,0.08292203444786513,0.2237657956373751
4,0.0361424495375435,0.033510531776849074,0.013928630201777094,0.05208370957368909,0.07873149363534496,2,False,0.04881449429044007,0.06480286343356786,0.24640834631751543
5,0.06359638466964349,0.017157907010708358,0.0030283566768403414,0.07736985229177638,0.08045374572192168,3,False,0.07401664944367078,0.07742538904508134,0.23157508605037833
6,0.03722979819603391,0.03961297445877994,0.021705422295244164,0.04974763249683672,0.056477661658611907,2,False,0.026627899902708793,0.03477223936336774,0.24126463224794567
7,0.03932472867354605,0.0386870946911887,0.017904527077708208,0.059053095427220474,0.052070122046827955,6,False,0.03160851035651724,0.04114856834951226,0.23283092204096614
8,0.051450572092427226,0.026027965355200983,0.004110187389956079,0.07588076615998268,0.07412854926576257,3,False,0.06376989303547832,0.0717705787700266,0.2284913126260274
9,0.027263886348914686,0.0250002340856762,0.019868276152941202,0.06790748723300388,0.07574718116642752,5,False,0.053377679590609524,0.055878905013486316,0.22796532387975377
10,0.07667921997167307,0.012619358151011463,0.0,0.08887665672816196,0.09773881201865339,5,False,0.09704515810714584,0.09773881201865339,0.23304884095812195
11,0.05048392999062691,0.022106681448534473,0.017094641933069893,0.039964971088938296,0.08759922442527074,4,False,0.05674880137869669,0.07050458249220085,0.26014967341598233
12,0.05272257040805937,0.004727007317336135,0.028791939639975114,0.07972069980625125,0.062301350413196406,1,False,0.06005624572818177,0.07499369248891512,0.21338588957395546
13,0.04967142695338472,0.0240925190046877,0.0,0.08436998261007644,0.10985668970951126,10,False,0.09378292437816332,0.10985668970951126,0.2364768813895188
14,0.06357639915246317,0.016163037692695163,0.0033044737690641843,0.08885183620572217,0.070308580438351,3,False,0.0759981642098027,0.08554736243665798,0.21839527689713778
15,0.055203134517168864,0.02050044329778541,0.0014206547434652658,0.07064502268785128,0.10136829513786727,13,False,0.0824919326650808,0.099947640394402,0.24411952567423198
16,0.05607814444992405,0.0,0.03319354258385455,0.07828633013603278,0.09072376563697192,1,False,0.07709460465681221,0.09072376563697192,0.22423573255510065
17,0.03724249632012405,0.02362141192731655,0.016508322108993095,0.069607385896888,0.06812487760417821,9,False,0.049953247580425124,0.053099063787894904,0.22585097982402877
18,0.027939084480562797,0.024813676756468332,0.017377818813151688,0.06992898452403457,0.07787487030703556,9,False,0.05672832708523397,0.060497051493883874,0.22760429921046396
19,0.07045429818585759,0.007645130997072892,0.003494851265842059,0.07747698630682985,0.09589372918214051,3,False,0.08851870522562716,0.09239887791629844,0.23845244570581908
20,0.07519444406818984,0.00011491894548182147,0.022588557912396372,0.08673119744572892,0.07304447248516308,1,False,0.08005228838764576,0.0866162785002471,0.2178949478224331
21,0.04954151488494904,0.009835069926181422,0.02072141989432103,0.06963093700494562,0.07312845534975926,1,False,0.05786289091638265,0.06329338542357783,0.22729420188066582
22,0.07149387382260929,0.02516456191866413,0.0,0.07748392600901308,0.08739346043512997,3,False,0.08039365094635882,0.08739346043512997,0.23748489131312428
23,0.06219822948919799,0.001506544238008975,0.008410992383185325,0.09782144286642962,0.09444213090858315,10,False,0.0963308766917115,0.09631489862842064,0.21771644561550793
24,0.06365872641768147,0.03440457569696599,0.004234496732485878,0.06582493452306312,0.05787477640761707,8,False,0.05344763986893199,0.06159043779057724,0.23599822553888972
25,0.057239683095136905,0.00995720948025421,0.007068259031181902,0.07318504345014011,0.0938599652962523,8,False,0.07928693756964383,0.0867917062650704,0.2370858716313576
