ID,strat_res0,strat_res1,strat_res2,strat_res3,strat_res4,ancestor,alive_at_end,DIST_TO_GEN,DIFF_MAX_MIN,DIST_TO_GAMMA
0,0.18805370613177383,0.028006458649897772,0.1419736998196229,0.1310385105712125,0.3658531762667274,0,False,0.24741652175231393,0.33784671761682966,0.3517400094218824
1,0.0990773753582989,0.03569981578823622,0.31503009247654273,0.05286945806449436,0.3620745178846483,0,False,0.3079470779831614,0.32637470209641206,0.34963694245098087
2,0.013697275133243378,0.05615273876641763,0.19270946403486094,0.2842421868642268,0.3159427162450181,0,False,0.2690091258723437,0.3022454411117747,0.29921505306913143
3,0.08073759000491768,0.042021178919281095,0.1438022169161248,0.1911658506318364,0.3999407463906212,0,False,0.2800596289708098,0.3579195674713401,0.3467180724560479
4,0.034619416711639144,0.025584026834442233,0.26667536606984754,0.14578040031164757,0.3950841664696363,2,False,0.31609312097725234,0.36950013963519407,0.3517883863031015
5,0.11973344107927876,0.0,0.23997267178065756,0.28048820516269096,0.22066194871671604,2,False,0.2262624363208463,0.28048820516269096,0.29672679690770937
6,0.04164448654119089,0.0,0.135312278214344,0.3444006265720602,0.35562407710414523,2,False,0.3341204067505973,0.35562407710414523,0.38985386862282745
7,0.07615261257170221,0.1241702849869621,0.29655909719567347,0.0,0.3749744894932083,1,True,0.31304544368421233,0.3749744894932083,0.32852545251901355
8,0.0,0.1166278185085049,0.0718793588366606,0.2950555147300914,0.39002007231439023,2,False,0.32494840555720256,0.39002007231439023,0.35431435381527615
9,0.0886120247178439,0.041162407944347404,0.41716466706039285,0.0,0.3364581447461814,1,False,0.37569042061895347,0.41716466706039285,0.39272452898073534
10,0.0,0.0,0.25292064965807337,0.35986125911391004,0.27336629929975065,2,False,0.33413220549737266,0.35986125911391004,0.357804086373281
11,0.0,0.08305612630165943,0.22347442730291137,0.2838591245436508,0.27405322436686563,2,False,0.2514497208785236,0.2838591245436508,0.2600481054160355
12,0.0,0.06727667615438224,0.12201430733692022,0.30762229267810226,0.376553184640726,2,False,0.32175407406401074,0.376553184640726,0.35580197334113345
13,0.0,0.014401807121532478,0.16022951131699492,0.3536239233068807,0.3544645115694773,2,False,0.3480932537346381,0.3544645115694773,0.38561409851458694
