ID,strat_res0,strat_res1,strat_res2,strat_res3,strat_res4,ancestor,alive_at_end,DIST_TO_GEN,DIFF_MAX_MIN,DIST_TO_GAMMA,SKEWNESS
0,0.009900942687172239,0.18158654070268587,0.43736971616249865,0.1375390386839162,0.10021057322702723,0,False,0.32141240912930674,0.4274687734753264,0.2143682530204639,1.3699201836596722
1,0.0,0.21450663121265123,0.3640880700684074,0.17797933161795354,0.10850317244844118,0,False,0.26929031534500036,0.3640880700684074,0.28245002445069,0.2740131955728233
2,0.0007733015536285317,0.0,0.5325363615815323,0.25389923256473945,0.11256440175728108,0,False,0.4467882692582316,0.5325363615815323,0.2557640019584805,1.2163789294713099
3,0.0661744153350417,0.24183085589527442,0.3199614610443199,0.04581616527303436,0.1798602622424468,0,False,0.23238880346020052,0.27414529577128555,0.30699394599812646,0.1574305845688161
4,0.14440388255097858,0.21663330595233043,0.41551832421633883,0.09364389041519026,0.0,0,False,0.31303070882395667,0.41551832421633883,0.1751480733195009,0.9096423120750787
5,0.22534236263144186,0.10475743552235406,0.4224348243456173,0.0,0.11854876187294922,4,False,0.32053657594434254,0.4224348243456173,0.16195192942177059,0.9783247474972653
6,0.10307544170429894,0.1310923752315026,0.6834897633520526,0.0,0.0,4,False,0.5726031194959328,0.6834897633520526,0.21546399452186948,1.9995860195063495
7,0.1451742705821464,0.16752861935043892,0.26455153720872604,0.18659220897100165,0.07806991181771852,4,False,0.1352117281923869,0.18648162539100752,0.2825354149874287,0.19736666180630355
8,0.2983899344702804,0.19712042561032678,0.39290015356526575,0.0,0.0,4,False,0.35348694464335123,0.39290015356526575,0.2367255347336482,0.039164146955280595
9,0.13396002633696857,0.21363684209196182,0.48517103039251736,0.04827048710851948,0.0,4,False,0.382704078303139,0.48517103039251736,0.15390509106540845,1.3080355478787515
10,0.13185477090922046,0.05393522909547589,0.3916307305690101,0.0,0.2978380838192773,5,False,0.33085580824213845,0.3916307305690101,0.2993268945982133,0.4425832640633289
11,0.3044629810424831,0.057049492346828275,0.4133180680367397,0.0,0.10329860861564236,5,False,0.3515442701154335,0.4133180680367397,0.20335458552782384,0.6245114313657933
12,0.28786853658259615,0.164841289281367,0.2797784029225753,0.0,0.12940638633907656,5,False,0.23795370503263483,0.28786853658259615,0.3033379296080427,-0.6014817800178142
