ID,strat_res0,strat_res1,strat_res2,strat_res3,strat_res4,ancestor,alive_at_end
0,0.3435414049959613,0.09245194524961943,0.6184330449114316,0.4083349087436092,0.5694164663371493,0,False
1,0.45178087707538717,0.2543273266912882,0.6284452238991264,0.44955288018811096,0.36629285889846047,0,False
2,0.3319049308008478,0.045468380463844826,0.5123628019044758,0.45812866080367454,0.6444953317619191,0,False
3,0.13920724910958682,0.0,0.6089311518297831,0.44686488357935633,0.6404185896350946,0,False
4,0.24632398589337645,0.014862636632296493,0.7557382405106998,0.3631651979782785,0.4858748262805199,0,False
5,0.5073208821369912,0.3259439115235306,0.6279024968980675,0.2914692961969034,0.3964469609571244,1,False
6,0.2567403861982445,0.1835607033353278,0.6894750293326366,0.458361721709962,0.46359309559532424,1,False
7,0.40543940675131224,0.34987077414374496,0.5404858038651743,0.4853979477197468,0.4306660620746366,1,False
8,0.5826220808871684,0.16852908336537947,0.6846577284124892,0.23637939424914486,0.3278994294325447,1,False
9,0.396920751546274,0.2706566842654094,0.6335451621612277,0.49184308730930926,0.35483768292353957,1,False
10,0.32403602885824084,0.37259414678124736,0.6710220506538238,0.48745329959002176,0.26132918329431365,1,False
11,0.3877532779314826,0.19499374199121935,0.5837050853862922,0.503859276223514,0.46587448856462416,1,False
12,0.444640103687431,0.33790337812736876,0.5482689183890153,0.3826939897030481,0.49098165812649824,1,False
13,0.42702711376055685,0.19425300802889947,0.6266777342868575,0.5039311883615155,0.365023270122186,1,False
14,0.3355161681498798,0.0,0.6590492772045634,0.6126824251379906,0.27875293191856204,1,False
15,0.4406411435424526,0.15274986947909933,0.6656386424450044,0.5438824878556879,0.2088537696082999,1,False
16,0.508136087682864,0.18503994036802449,0.6358839255929918,0.49151546376536437,0.24823802874442122,1,False
17,0.43351524239949146,0.1490083115099134,0.6548868172751054,0.4703838434562896,0.3737958722121559,1,False
18,0.4068808342860392,0.14841852320344706,0.6342084958704857,0.41464920016972684,0.4881245263507116,1,False
19,0.4162859209535735,0.2680500551319011,0.618673291242773,0.42862453319202093,0.4340271514644872,1,False
20,0.45951941344613106,0.16095294710439528,0.6090824317736794,0.492163034300983,0.3869498629756109,1,False
21,0.3078807602374153,0.24173932569735834,0.6489211218380468,0.3719995704785093,0.5359936875405092,1,False
22,0.48005853655599334,0.2937433746985249,0.565099645925667,0.5285863432002624,0.2907189351543859,1,False
23,0.43793254127845294,0.16876762963531827,0.6298273385762146,0.5903884056389554,0.1857192250300615,14,False
24,0.41273455335711456,0.0021920229057285417,0.7074064871609854,0.5632921493736756,0.10919432163452175,14,False
25,0.5024226304891162,0.1857720131426466,0.6185372104665003,0.41009476350056057,0.4028576221484023,1,False
26,0.21071010137484453,0.12844219391462805,0.6303320410597094,0.6086262614290218,0.41395585261405937,14,False
27,0.3761607751688436,0.3421133611301525,0.7206734846320311,0.35197666369488634,0.3133746577551333,1,False
28,0.345565786677207,0.39878136171001755,0.6171166197517709,0.4848457887217553,0.3250374615575787,10,False
29,0.4715869455853319,0.3387643214057338,0.5813882498754548,0.43170615722437944,0.37210480246474265,7,False
30,0.45161879183143155,0.2691669664383217,0.6461999580297877,0.3652896207698036,0.41542594796577575,1,False
31,0.4806708195046219,0.05152940772074891,0.6367293299395353,0.5838838048658662,0.14126480887614284,14,False
32,0.38737424468614906,0.28578989869227234,0.629447620649069,0.458545481102174,0.4022400564082322,7,False
33,0.35823083165868913,0.14962726987403188,0.4833185669428533,0.6730992285836264,0.4032653502194325,7,False
34,0.2855738451393786,0.041155375199695636,0.6634065337845861,0.5623779762637526,0.40047046933561725,14,False
35,0.3429608878192696,0.254107942214498,0.7089498551813794,0.5170419613851892,0.2187800176775501,10,False
36,0.12973641823399146,0.0,0.8318410890545398,0.5307226697738988,0.09768475895674356,14,False
37,0.1988667658447993,0.35779186010782715,0.7615904340325915,0.433236830078227,0.25440686731460105,10,False
38,0.4530737141656231,0.4066646292738135,0.5589187523822726,0.5066640701356597,0.2454576075390012,10,False
39,0.349740074331815,0.33290029740842153,0.6962667351979187,0.4775416586981147,0.23243465760605858,10,False
40,0.36192769406566144,0.18420874376471819,0.6653654356302444,0.5396227021271085,0.3180749273466089,10,False
41,0.4023906320213893,0.05031095010335367,0.5475403005176832,0.6802149575975005,0.2702920981655965,14,False
42,0.5077154402482813,0.0891143561470806,0.4537096195716151,0.6467964736969811,0.33179144953316053,14,False
43,0.23036965645435412,0.3805720018876992,0.6717937076206263,0.47986482749055476,0.34715664260256474,10,False
44,0.40574871478534286,0.3719610477917759,0.489598967741894,0.5649550768243181,0.37166055929058067,7,False
45,0.22876936980172846,0.35837280603053756,0.7109978652553411,0.5054448163258656,0.24133188887915044,10,False
46,0.09110253415612031,0.018773053541263324,0.7873567843406711,0.5833722494528181,0.17633494676934222,14,False
47,0.3922469039362808,0.36575062247982565,0.7189206825172517,0.38218942956453505,0.22238062120177307,10,False
48,0.3373607647426378,0.10133312493576445,0.740324399416335,0.5076195258260449,0.2648801858048263,14,False
49,0.5751539585990824,0.3760293254528798,0.4945426353568373,0.3323705182954666,0.41564081932550156,7,False
50,0.31046891018213213,0.1458609815923947,0.4383153730604148,0.7311851942848995,0.3944381767231533,33,False
51,0.3110065266594046,0.17117410451886736,0.4406958948001908,0.7007242727907075,0.4344502136558458,33,False
52,0.33726798566324695,0.25810172903256234,0.6067177868622946,0.5465098734539027,0.39096584075770124,7,False
53,0.3850921175772252,0.0,0.5851808313408898,0.6676172328143003,0.25210054752112293,14,False
54,0.37390320319059733,0.08621455485804666,0.3139707579916887,0.782011008470538,0.37768318857404326,33,False
55,0.28857777863086426,0.26914783446203944,0.5511612623323995,0.5897302438588428,0.43900092399357926,33,False
56,0.2553717043809869,0.23047470101773027,0.5033512482063767,0.6204019811274645,0.4933615383616133,33,False
57,0.3299877445906502,0.3687405591543198,0.6511920344556014,0.5535026305452051,0.15723314121281315,10,False
58,0.3322995009984305,0.4284213898674365,0.712452674546994,0.3931087400311345,0.209544409093197,10,False
59,0.42209878802595074,0.23232440118136283,0.7144465022117136,0.43281214384830036,0.26475994670197117,10,False
60,0.2872492210424218,0.2503949315306316,0.6513770988614092,0.6259345426869738,0.19673354219460207,10,False
61,0.30016887018174127,0.18525698237110458,0.5507312260352044,0.5513311728486547,0.5179841255981275,33,False
62,0.5079508629980743,0.290271214611729,0.3349267752955769,0.6518646451640131,0.34731121825049743,33,False
63,0.47297371373544744,0.21116270985353106,0.4676592249087233,0.6601041030344432,0.2779633044081137,22,False
64,0.5509824340977671,0.2774361466738618,0.4335567110949523,0.43389429307021266,0.4931651473290542,7,False
65,0.2746265393830594,0.0,0.4785829808821185,0.7102560467072058,0.4371211987450646,33,False
66,0.3020344314723996,0.12294739617134794,0.6096675709284758,0.651925652616559,0.3113800513817086,33,False
67,0.24536648480842446,0.4512432823845851,0.6563864119062738,0.4561654411576928,0.31184091584293067,10,False
68,0.47199478533905287,0.25708056553510006,0.5909317228929704,0.520165184668241,0.30225549618608283,38,False
69,0.25315986919016387,0.21254140001154154,0.7440776677887877,0.40068050328202587,0.4201663866855772,10,False
70,0.2775719236259249,0.16164587199013605,0.3350715184170753,0.7392779467916019,0.48787255940093766,33,False
71,0.35569805398640025,0.07034603310386713,0.4959771160543834,0.5372676593426474,0.5778239287115815,33,False
72,0.4669076742012099,0.169609033889042,0.5853531797866658,0.5859727385946788,0.2592828647109833,33,False
73,0.3749555662045759,0.5369654293655732,0.5322565525157023,0.4344738555085023,0.314661535974971,44,False
74,0.37268173889480033,0.2888478038868011,0.7091411481694365,0.39397345446351284,0.34580199079117446,10,False
75,0.1886235485770907,0.5064011014737749,0.7071443442178759,0.44293901022569254,0.10830969951619086,57,False
76,0.3739932337875288,0.29360693534634547,0.48516465656936103,0.6171462022630199,0.39707662943812183,44,False
77,0.4575184712414614,0.3793075368131781,0.37449155933734546,0.5734660376242355,0.42153934177753555,44,False
78,0.31504545515756577,0.0,0.13450697618657792,0.849866755480532,0.400475632805167,54,False
79,0.47759659370953816,0.3242015553808856,0.40360250773113077,0.5457045310126764,0.4539894555504987,44,False
80,0.3397021580163205,0.364232118353741,0.5456373173715586,0.5287289102610718,0.41792710506057124,44,False
81,0.4545091229686285,0.4611229844767085,0.4887601971914027,0.5582226544440541,0.174034444959717,62,True
82,0.3191688861141347,0.3256318172878228,0.5290960030589431,0.6750729450129078,0.23754805864317852,57,True
83,0.4448359044566297,0.11876557228093787,0.30436260405949955,0.7939421928726722,0.2550195219462353,54,True
84,0.3922053317700619,0.39930233765231404,0.5121502045574136,0.5923740185620432,0.27116012055792543,44,True
85,0.4312155965397373,0.09061447869993626,0.24718128115963378,0.7542627706303634,0.4193223254682571,33,False
86,0.4079707755022766,0.2764374996213435,0.27315097192101767,0.7087862390130071,0.42444407059537337,54,True
87,0.38006642258092194,0.22930546261499668,0.38332351386313834,0.7511791100187388,0.3029216856425669,54,True
88,0.4237014470890374,0.40821854579717465,0.47822260455236576,0.5565364020712676,0.3397132265111491,44,False
89,0.41059796598256976,0.3866922303127674,0.4946932909516173,0.6095213870249333,0.2562043246968598,44,True
90,0.4057791924758785,0.11955208444463944,0.3621786557981077,0.7462183564330326,0.36474008809729813,33,False
91,0.30705343516529654,0.39926495232883563,0.5793733036856936,0.490389958149379,0.41249236322339217,44,False
92,0.4381025737080373,0.396428363825682,0.4114552841408942,0.5990981025050355,0.3502808872780365,44,False
93,0.4394032993495386,0.4855011561221093,0.35011158574373435,0.4911026201230009,0.4554705939587823,44,False
94,0.3533696113562182,0.3600470547091062,0.3833633778112155,0.5447107615726329,0.5493803263181081,44,False
95,0.2748672551932098,0.0,0.41668730134189447,0.7782312319452727,0.38101946741328496,54,False
96,0.35925943739610694,0.48533895340591526,0.5812238798248226,0.5012449283493441,0.21520009357368874,44,False
97,0.3992892376027036,0.0,0.22567954674525192,0.7792797658795813,0.4270361734164619,54,False
98,0.3116334870909881,0.3571475217221659,0.5559253625747372,0.48372876858829056,0.48195817986359485,44,False
99,0.3520207142665885,0.3840217861805638,0.5624551496994539,0.5923671350058055,0.2476975300795486,44,False
