STARTTIME,GAMMA,D_DIMENSION,P_NORM,K_SPECIES_MAX,ABUNDANCE_SPAWN,ABUNDANCE_DEATH,DEATH_RATE,ALPHA,BETA,DT_TIMESCALE,SEED,MONOD,MONOD_HALF_VELOCITY,MONOD_ALPHAMAX,MONOD_BETAMAX,save_every
1204_111413,[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],10,1,500,0.01,0.001,0.1,0.05,0.01,0.1,123638,False,,,,1000
1204_111422,[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],10,1,500,0.01,0.001,0.1,0.05,0.01,0.1,123639,False,,,,1000
1204_111431,[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],10,1,500,0.01,0.001,0.1,0.05,0.01,0.1,123640,False,,,,1000
1204_111440,[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],10,1,500,0.01,0.001,0.1,0.05,0.01,0.1,123641,False,,,,1000
1204_111449,[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],10,1,500,0.01,0.001,0.1,0.05,0.01,0.1,123642,False,,,,1000
1204_111458,[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],10,1,500,0.01,0.001,0.1,0.05,0.01,0.1,123643,False,,,,1000
1204_111507,[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],10,1,500,0.01,0.001,0.1,0.05,0.01,0.1,123644,False,,,,1000
1204_111516,[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],10,1,500,0.01,0.001,0.1,0.05,0.01,0.1,123645,False,,,,1000
1204_111525,[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],10,1,500,0.01,0.001,0.1,0.05,0.01,0.1,123646,False,,,,1000
1204_111534,[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],10,1,500,0.01,0.001,0.1,0.05,0.01,0.1,123647,False,,,,1000
1204_111543,[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],10,1,500,0.01,0.001,0.1,0.05,0.01,0.1,123648,False,,,,1000
1204_111552,[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],10,1,500,0.01,0.001,0.1,0.05,0.01,0.1,123649,False,,,,1000
1204_111600,[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],10,1,500,0.01,0.001,0.1,0.05,0.01,0.1,123650,False,,,,1000
1204_111609,[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],10,1,500,0.01,0.001,0.1,0.05,0.01,0.1,123651,False,,,,1000
1204_111618,[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],10,1,500,0.01,0.001,0.1,0.05,0.01,0.1,123652,False,,,,1000
1204_111627,[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],10,1,500,0.01,0.001,0.1,0.05,0.01,0.1,123653,False,,,,1000
1204_111636,[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],10,1,500,0.01,0.001,0.1,0.05,0.01,0.1,123654,False,,,,1000
1204_111645,[0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1],10,1,500,0.01,0.001,0.1,0.05,0.01,0.1,123655,False,,,,1000
1204_111656,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123656,False,,,,1000
1204_111717,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123657,False,,,,1000
1204_111734,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123658,False,,,,1000
1204_111751,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123659,False,,,,1000
1204_111808,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123660,False,,,,1000
1204_111825,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123661,False,,,,1000
1204_111841,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123662,False,,,,1000
1204_111856,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123663,False,,,,1000
1204_111914,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123664,False,,,,1000
1204_111931,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123665,False,,,,1000
1204_111947,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123666,False,,,,1000
1204_112005,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123667,False,,,,1000
1204_112020,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123668,False,,,,1000
1204_112035,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123669,False,,,,1000
1204_112048,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123670,False,,,,1000
1204_112102,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123671,False,,,,1000
1204_112120,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123672,False,,,,1000
1204_112135,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123673,False,,,,1000
1204_112148,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123674,False,,,,1000
1204_112202,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123675,False,,,,1000
1204_112216,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123676,False,,,,1000
1204_112230,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123677,False,,,,1000
1204_112243,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123678,False,,,,1000
1204_112257,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123679,False,,,,1000
1204_112311,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123680,False,,,,1000
1204_112325,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123681,False,,,,1000
1204_112338,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123682,False,,,,1000
1204_112352,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123683,False,,,,1000
1204_112406,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123684,False,,,,1000
1204_112420,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123685,False,,,,1000
1204_112434,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123686,False,,,,1000
1204_112448,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123687,False,,,,1000
1204_112502,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123688,False,,,,1000
1204_112515,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123689,False,,,,1000
1204_112529,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123690,False,,,,1000
1204_112544,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123691,False,,,,1000
1204_112601,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123692,False,,,,1000
1204_112617,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123693,False,,,,1000
1204_112631,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123694,False,,,,1000
1204_112646,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123695,False,,,,1000
1204_112702,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123696,False,,,,1000
1204_112720,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123697,False,,,,1000
1204_112735,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123698,False,,,,1000
1204_112753,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123699,False,,,,1000
1204_112809,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123700,False,,,,1000
1204_112824,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123701,False,,,,1000
1204_112837,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123702,False,,,,1000
1204_112851,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123703,False,,,,1000
1204_112904,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123704,False,,,,1000
1204_112917,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123705,False,,,,1000
1204_112930,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123706,False,,,,1000
1204_112943,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123707,False,,,,1000
1204_112956,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123708,False,,,,1000
1204_113010,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123709,False,,,,1000
1204_113023,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123710,False,,,,1000
1204_113036,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123711,False,,,,1000
1204_113049,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123712,False,,,,1000
1204_113102,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123713,False,,,,1000
1204_113115,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123714,False,,,,1000
1204_113129,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123715,False,,,,1000
1204_113142,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123716,False,,,,1000
1204_113155,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123717,False,,,,1000
1204_113208,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123718,False,,,,1000
1204_113222,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123719,False,,,,1000
1204_113235,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123720,False,,,,1000
1204_113249,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123721,False,,,,1000
1204_113302,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123722,False,,,,1000
1204_113315,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123723,False,,,,1000
1204_113328,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123724,False,,,,1000
1204_113342,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123725,False,,,,1000
1204_113355,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123726,False,,,,1000
1204_113408,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123727,False,,,,1000
1204_113421,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123728,False,,,,1000
1204_113435,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123729,False,,,,1000
1204_113448,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123730,False,,,,1000
1204_113501,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123731,False,,,,1000
1204_113514,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123732,False,,,,1000
1204_113528,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123733,False,,,,1000
1204_113541,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123734,False,,,,1000
1204_113554,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123735,False,,,,1000
1204_113607,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123736,False,,,,1000
1204_113620,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123737,False,,,,1000
1204_113633,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123738,False,,,,1000
1204_113646,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123739,False,,,,1000
1204_113659,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123740,False,,,,1000
1204_113713,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123741,False,,,,1000
1204_113726,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123742,False,,,,1000
1204_113739,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123743,False,,,,1000
1204_113752,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123744,False,,,,1000
1204_113805,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123745,False,,,,1000
1204_113819,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123746,False,,,,1000
1204_113832,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123747,False,,,,1000
1204_113845,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123748,False,,,,1000
1204_113900,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123749,False,,,,1000
1204_113914,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123750,False,,,,1000
1204_113933,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123751,False,,,,1000
1204_113951,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123752,False,,,,1000
1204_114008,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123753,False,,,,1000
1204_114030,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123754,False,,,,1000
1204_114045,"[0.12328467 0.12328467 0.12328467 0.12328467 0.12328467 0.12328467
 0.12328467 0.12328467 0.12328467 0.12328467]",10,1.1,500,0.01,0.001,0.1,0.05,0.01,0.1,123755,False,,,,1000
